🔴 Wakacje w Teyvacie | GENSHIN IMPACT Livestream #15
🔗 https://www.youtube.com/watch?v=9ILtuiAVQFI

4:  Cześć.
8668:  Mówiłem, że jest waluta?
8671:  Crystal Call.
8672:  To nie są motylki.
8674:  Whatever.
8676:  Przepraszam za spóźnienie, ale głaskałem Jamnika i bawiłem się z nim piłeczką.
8680:  Bardzo dobrze Grim Lucas.
8681:  Wprawdzie, ponieważ gramy w Genshin Simpa, zabrzmiało to nieprawdopodobnie dwuznacznie, ale ja wierzę, że to było to znaczenie, o którym wszyscy myślimy.
8692:  Czy mam jakieś protipy, jeżeli chodzi o szukanie mieszkania?
8693:  Hy!
8694:  Hy!
8705:  Odziedziczyć majątek po starych.
8711:  W Polsce tylko to może pomóc.
8719:  Nie, tak serio to... Nie mam pojęcia.
8721:  Nie wiem, co bym zrobił.
8723:  Nie wiem, co bym teraz zrobił.
8724:  Nie wiem.
8725:  Po prostu nie wiem.
8729:  A befówi tam gronie wspierających!
8731:  Przepraszam, że akurat w momencie, w którym dołączasz do grona jemnikodzierżców, słyszysz piskliwe wrzaski Paimon.
8738:  Nic na to nie poradzę.
8741:  Wyszedł przedmiot, który łapie motylki do resinów.
8744:  Wiem, tylko że jest jeden zasadniczy problem, to znaczy mam go ustawionego, to raz.
8749:  Proszę bardzo.
8750:  Gdzieś on tutaj powinien być.
8752:  Nie wiem, dlaczego go tutaj akurat nie ma, ale jest ustawiony w fontein i łapie je, tylko to trwa strasznie długo.
8760:  Dobra, Kadehara.
8763:  Nawet sprzedaż wątoby nie wystarczy na własne mieszkanie.
8765:  Powiem tak, jeżeli chodzi o Kraków.
8767:  U mojego stryjostwa na osiedlu miejsce parkingowe w parkingu podziemnym kosztowało ponad 100 tysięcy złotych.
8779:  Nie garaż.
8782:  Miejsce.
8785:  Parkingowe.
8788:  Jedno.
8791:  O, nie, nie.
8791:  Jesteśmy odwiedzicielami.
8799:  Chcemy zjechać na komisję tutaj w Wermuriu.
8801:  A, więc to o tym słyszysz.
8807:  Nie jesteś pierwszy, to na pewno.
8811:  Zdecydowanie zrobiliśmy dla was dużo problemu.
8816:  Czy jestem gotowy na nację Pokemon Trainerów?
8821:  Nie.
8822:  Ja chcę, żeby Natlan był nacją wojny, konfliktu, krwi, zbrodni wojennych, łamania konwencji genewskich.
8831:  To jest mój ogień.
8837:  Uwielbiam te zbliżenia, kiedy Mihojo jeszcze nie ogarnęło od trzech lat, jak robić animacje twarzy.
8845:  I didn't mean to sound short with you.
8848:  SHORT?!
8852:  SHORT?!
8858:  Czy Natlan ma być inspirowany Czeczenią?
8861:  Nie wiem, czym będzie inspirowany.
8862:  On jest inspirowany raczej rosyjskim kurortem nad Morzem Azowskim.
8866:  Straszne.
8868:  Przynajmniej to jest to, co każdy w wiosce wydaje się myśleć.
8870:  Komedia pisze Fizik jest to, że są ludzie, którzy jeszcze wspierają flipperów, gdzie nawet filozofie kapitalizmu używają ich zakały społeczeństwa.
8877:  Wszyscy uważają to za zakały społeczeństwa, którzy mieszkają w mieście, gdzie nie ma mieszkań, a nie ma ich mieszkań dlatego, że wszystkie są kuźwa wykupione przez flipperów, którzy czekają na dobrą okazję.
8887:  To jest najgorsze właśnie w tym wszystkim.
8889:  W porządku, specyficzne... Mężczyzna.
8892:  Prawdopodobnie w jego późnych dwudziestych.
8894:  Czy był kiedyś Cyberpunk na live'ie?
8896:  Był, Camilo!
8898:  Przysięgam!
8900:  Jest w którymś momencie cała plejka.
8908:  Proszę bardzo.
8909:  Cyberpunk Overdrive.
8911:  Siedemnaście części przed tobą!
8916:  Zbrodnie wojenne w grach cieszą?
8917:  Tak!
8923:  Gadają o pięknym NPC-u.
8924:  To jest ten NPC, na którego był Crash?
8927:  Viridian, u ciebie?
8929:  Dobrze.
8931:  Dobrze, bardzo dobrze.
8943:  Ale może, Kamile, jeszcze wrócimy do cyberpunka, ale w sensie, wiesz, settingu.
8947:  I wiesz dlaczego?
8947:  Bo będzie druga część.
8950:  A poza tym kusi mnie ta gierka, o której powiedzieliście mi czas jakiś temu i nawet ją googlałem w którymś momencie, to znaczy Nobody Wants To Die.
8959:  We shall see.
8963:  Już wiem, na kogo mieliście crusha, wiem.
8969:  To jest ten starzec.
8974:  Starowinka, przepraszam, nie starzec.
8978:  A może jednak starzec?
8980:  On jest uni... uniseksowy starzec.
8988:  Alehandra, dzięki za wsparcie od 32 miesięcy.
8990:  Koło mnie wprowadziła się piękna jamniczka.
8992:  Głaszcz!
8992:  Czy możesz nam trochę o nim opowiedzieć?
8997:  Oczywiście.
8997:  Cieszę się, że mogę pomóc w każdym razie.
9000:  Przez grę ślina przestałem czytać samouczki przy gry, bo w grę ślina są bez sensu.
9005:  Nie, to ja nie czytam nigdy żadnych samouczków.
9008:  Samouczek ma mi pokazać, jak coś zrobić.
9010:  Nie czytam ich.
9012:  I to od dawien dawna.
9015:  Mamy znany team dla Shenhe.
9016:  Shenhe jako main DPS.
9017:  Takie pytanie, więc się zastanawiam, czy obecne team mogły zostać jakoś zmodyfikowane.
9020:  Na pewno Furina będzie dobrze buffowała.
9022:  Furina wszystko bardzo dobrze buffuje, więc ja bym wstawił tam Furinę.
9025:  Wstawiłbym tam Kazuchę, bo czemu by nie?
9028:  No i jeszcze jakąś krajopostać do leczenia możesz spokojnie wstawić darmową i dostępną, chyba ona była darmowana, była na którymś banerze, ale nie wiem, czy ona nie jest dodawana do gry za darmo.
9038:  Ta lecząca postać z Fontaine, Krajo, jak ona się nazywa?
9043:  Pamiętałem jeszcze jak ona się nazywa, zaraz sobie przypomnę, a jak się dialog skończy to sprawdzę.
9047:  Charlotte, właśnie.
9048:  Charlotte.
9061:  Najgorzej, gdy samouczek chce, żebym coś przy tobie nie zrobił.
9064:  Tak, samouczki muszą wymagać od nas tego, żebyśmy coś zrobili.
9067:  Jak chcecie zobaczyć dobry samouczek, to zapraszam was serdecznie.
9071:  Jest zapis na kanale w razie czego specjalnie po to, a mianowicie do naszej nowej serii, czyli Command & Conquer Tiberium Wars, w którym to Command & Conquer będziecie mieli najbardziej emocjonującą bitwę jaka ever w formie samouczka, gdzie wszystko gra nam pozwala zrobić.
9088:  Rewelacja.
9089:  Gra wyszła
9092:  I kiedykolwiek ktoś miał coś na głowie, był tam, aby słuchać z otwartymi oczami.
9096:  Ludzie widzieli tylko, co mówić.
9108:  Miałem przez chwilę narzekać, że nie udaje mi się wyciągnąć chusteczki z chusteczkownika, ale pomyślałem, że nawet ja chyba powinienem gdzieś sobie wyznaczyć granicę narzekania.
9115:  Puszczę na auto.
9116:  20 lat temu Krzysztof nie narzeka na grafikę, bo jest akurat w przypadku tego RTS-a nieśmiertelna totalnie.
9125:  Znakomicie zrobiła.
9135:  To była jedna z najładniejszych gier wtedy, jak wychodziła.
9141:  Nobody wants to die to gierka na jednego streama?
9149:  Okej.
9151:  Możemy to zrobić w przyszłym tygodniu, są wakacje, więc wiecie, czemu by nie.
9157:  Genshin Simpact to efekt zamierzony na miniaturce?
9159:  Tak.
9161:  U mnie często są różne gierki słów.
9165:  Akurat kupiłem koma na Kongo całą serię.
9170:  Tybilium was... ...absolutnie najlepszy.
9175:  Kocham.
9178:  Ja myślę o nadrabianiu historii w Genshinie, to nic mi się nie chce przy Just To Say.
9184:  No, nadrabianie nie jest dobre.
9186:  Czy jestem konsolowy?
9187:  W ogóle nie jest za to, jak masz dzisiaj.
9188:  Ja absolutnie pecetowy jestem.
9190:  Do tego stopnia, że czekam na takie perełki jak God of War Ragnarok, żeby wyszły na pecet.
9194:  Znaczy Bloodborne, o Boże.
9201:  Kogo zimpujesz, Krzysztof?
9203:  Raiden Shogun i Navie.
9206:  Navie chyba bardziej.
9210:  Dlatego, że Navia mi kogoś przypomina.
9214:  Aha.
9217:  Grysław teraz ogrywa Nobody Wants To Die?
9219:  W tym momencie?
9222:  Czemu Ari Bev nie ma głosu?
9227:  Jesteś tutaj na Wymarę?
9229:  Tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak, tak,
9255:  Ej, faktycznie, Rysław dosłownie w tej chwili to ogląda.
9260:  O Jezus, jako to ma odrażającą grafikę.
9263:  A może to jest dlatego, że Rysław streamuje w 1080p, no ale nie wierzę, żeby to aż tak był taki downgrade, bo Rysław, popatrzcie, wygląda ładnie.
9271:  W ogóle Rysław to jest typ nieśmiertelny.
9273:  Rysław jest wampirem, mówię wam.
9274:  Rysław wygląda jak dwudziestolatek.
9276:  Wiecie ile Rysław ma lat?
9278:  Nie ma 20.
9279:  Rysław jest starszy ode mnie.
9281:  Rysław jest znacznie starszy ode mnie.
9284:  Bardzo chciałbym wyglądać tak w wieku Rysława.
9287:  No więc chciałbym powiedzieć, że to wygląda obrzydliwie, ale z drugiej strony, jeżeli to jest gra do wypróbowania na jednej z team, ale zaraz mi ktoś powie, to jest retro!
9295:  Dobra, jak w ogóle na wcześniej?
9298:  To jest cały czas sekwencja w tym samochodzie?
9299:  A, to jest cały początek, okej, okej.
9301:  Czyli Rysław dopiero niedawno zaczął to streamować.
9304:  No wygląda to troszeczkę tak jak pierwszy Blade Runner, tylko że w retrofiltrze.
9309:  Rysław już podsetkę dobiła, 450 lat ma.
9319:  Do czego jest przydatna Navia?
9321:  Najlepsze, Jio Main DPS.
9324:  Więc jeżeli kiedykolwiek będzie potrzebne Jio, to jest zdecydowany upgrade względem takiej
9334:  Ningguang.
9336:  Poddałem się na poziomie 80 przy levelowaniu Ningguang.
9339:  Zebrałem jej wszystkie artefakty, Ningguang została ogołocona z artefaktów przeze mnie, a przyznam, nie dość, że jest na C6, to jeszcze parę mi, i to takie dobre parę abysów pozwalała zrobić, miałem ją praktycznie wylevelowaną w 100%.
9355:  Ale wiecie, to jest właśnie ten gacza element.
9358:  Postaci pięciowiewiastkowe zawsze będą wypierały czwórki, chyba że tą czwórką jest Bennet.
9364:  Bennet jest nieprawdopodobnie dobrą postacią, ale to jest chłopięctwo.
9369:  Bennet jest taki jak Wanderer, nie?
9371:  Nie.
9375:  Zatowik magiczny fantazjuje o swoim pierwszym artykule naukowym.
9377:  Myśli, że to jest realne, żeby jakiś fadik na artykuł i napisać, że miałeś go opublikowany na pierwszym roku studiów.
9381:  Ha!
9382:  Człowieku, tak jest dobrze!
9384:  Ja dzięki temu, że byłem na Olimpiadzie, miałem swój pierwszy artykuł opublikowany na pierwszym roku studiów pod koniec i na drugim i dzięki temu było mi łatwiej później wejść na doktorat, ponieważ już miałem bazę artykułową.
9394:  Ja w ogóle w dorobku przed pójściem na doktorat miałem coś pod siedem tekstów albo nawet kilkanaście.
9403:  Chyba raczej, chyba nawet powyżej 10, bo musiałbym to sprawdzić, bo wiem na pewno, że o wiele łatwiej by mi było wystartować ze wszystkim, że od razu na pierwszym okresie doktoracji dostałem pełne stypendia.
9412:  Więc to się opłaca, bo na doktoracie nie chcesz mieć tylko pensji, tylko chcesz mieć też stypendia.
9418:  Bo dzięki stypendiom możesz wyjeżdżać za granicę na konferencje naukowe.
9423:  Co?
9424:  Random event?
9427:  Co to jest random event?
9428:  Co ja mam z tym zrobić?
9430:  Defeat all the crocodiles.
9431:  A, pamiętam, kiedyś to robiłem.
9435:  Jest to miejsce?
9435:  Pod tym drzemem?
9436:  Tak.
9436:  Wiem, że nie jest to miejsce, ale to miejsce, gdzie zawsze siedziałam pod tym drzemem i rozmawiałam.
9459:  O, Karo pisze, że rozmowa o odejściu zespołu przeprowadzona przebiła go spokojnie dzięki za porady.
9463:  Jak masz jakieś sama protipy teraz, ty mi się możesz podzielić, bo sam, przepraszam, jeżeli mnie zgeneruje, to daj znać na czacie.
9471:  No może się przyda reszcie ludzi.
9474:  Jazz Whitey ty pisze tymczasem, że położył Ellen Bisse za jakimś 15 razy na Nowej Grze Plus bez salmonów i bez konia.
9479:  No, podziwiam, podziwiam.
9482:  Czy jesteś stanowiony na stare filmy za 60., 70., 80. kolorowe, czy jak z Wami lubisz retro?
9487:  To jest ciekawe pytanie, Alfredzie.
9488:  Mam ten sam problem z filmami, wiesz, że jak jest jakiś film, który nie dostaję graficznie, to cringe'uję.
9493:  Bo ja się strasznie marzyłem całe życie, jak oglądałem fantastykę, głównie to była fantastyka, żeby wreszcie był taki poziom, jak później dostałem w grze o Tron.
9501:  Gra o Tron naprawdę mega dużo zmieniła, to znaczy wyznaczyła taki standard estetyczny, który później był miernie naśladowany przez wielu, ale generalnie chodziło o to, żeby to wyglądało realistycznie i dobrze.
9515:  Otóż to Marek, jedyne czego chcieli ludzie od Natlanu, to generalnie rozpierdoli i zawiedli.
9519:  Tak, tak.
9520:  Nikt nie chciał kurortu wakacyjnego.
9522:  No litości, od tego są eventy wakacyjne właśnie.
9531:  Wiecie, ona potrafi mówić normalnie.
9534:  Trzeba Pymon zasmucać, to jest rozwiązanie.
9536:  When something is bothering you, or when you have good news to share, you always want to talk about it with somebody.
9541:  But for the longest time I didn't know who I could talk to before, if I should say anything at all.
9545:  A Beth upisze, że w Star Railu jest jakiś królik, który jest lepszy od Py... Znaczy nie, Pymon jest lepsza?!
9550:  Żartujesz?!
9551:  Wow!
9553:  Everyone has their own problems to deal with.
9556:  Even if I might want to confide in others, I don't want to become a burden.
9561:  U którego ja piszę, że zawsze myślał, że jestem od niego starszy, a się okazało, że to ja jestem rok starszy.
9568:  Znaczy powiem wam tak, ja od ostatniego czasu u Balwierza zawsze robię tutaj na zero, a to z tego względu, że zorientowałem się, że mam siwe włosy po błokach czaszki.
9585:  To nie było miłe odkrycie.
9586:  Really?
9591:  Tak, to nie było dobre odkrycie Atossa.
9595:  F, dokładnie.
9607:  Ja zawsze marzyłam, żeby były dojrzałe animacje i niedawno doleciał Arkane.
9611:  Ale to Nadio Ergo Proxy też podpada pod dojrzałe animacje.
9616:  To jest zabawne, że w Ergo Proxy jedyny
9620:  Jedyny odcinek, który wygląda tak jak Genshin Impact, to jest ten odcinek, który by wszyscy chcieli przewinąć, a tam zgłośliwie twórcy zrobili największy lore dump.
9627:  I to jest odcinek z teleturniejem.
9629:  No!
9629:  I to jest historia sukcesów, Fisiek.
9648:  Co ma Homelander powiedzieć?
9649:  Ja nie jestem jeszcze na poziomie Homelandera, żeby swoje siwuchy pakować do słoiczka i go celebrować.
9654:  Nie.
9656:  Powiecie, to się ciesz, że nie wyłysiałeś.
9658:  Nieironicznie znam jedną osobę, która ze stresu wyłysiała, znam drugą osobę, która ze stresu z dnia na dzień.
9665:  To było po bardzo ciężkim rozstaniu, ze stresu, osiwiała, z dnia na dzień.
9672:  To jest przerażające, że coś takiego się może zdarzyć.
9686:  Lilia Vayne pisze, że ma współpracownika, który w wieku 40 lat ma wszystkie siłe włosy, wygrał genetyczną loterię.
9691:  Ale to się wygląda jak Wiedźmin, wtedy dobrze, znowu.
9694:  Najgorzej właśnie jak są te szpakowate włosy, nie?
9696:  Że trzeba je albo zgolić, albo farbować.
9700:  Ja mam 20 lat i jestem pół łysa ze stresu, pisze menafa.
9704:  Stres zjada, naprawdę.
9706:  Ja zawsze lubię ten tytuł gry, That Dragon Cancel, może go znać, ale to jest ciężka gra, od razu mówię.
9713:  To jest ciężka gra indie, ale ona została zrobiona przez człowieka, który cierpiał po śmierci swojego dziecka, właśnie na raka bodajże, That Dragon Cancel.
9722:  Ja zawsze mówię That Dragon Stress, bo stres tak samo wyjada.
9727:  Wow, you two must have been really close.
9731:  Czyli dobrze genderowałem karaoke.
9733:  Generalnie a propos odchodzenia z zespołu.
9735:  Spokojne podejście, odejście na dobrych warunkach.
9737:  Może się uda zachować tej osobie dostęp do materiałów szkoleniowych.
9739:  Zajebiście.
9748:  Czy oni wreszcie wprowadzą tę postać, czy cały czas będą o niej mówić?
9750:  Bo ja już zaczynam się przeklikiwać.
9760:  Przepraszam, że nie miałam więcej pomocy.
9763:  Ostatni raz, kiedy tak dużo rozmawiałam w jednym go, to kiedy jeszcze byliśmy razem.
9767:  O, przyjdzie mi się to pomyśleć.
9770:  Każdy raz, kiedy rozmawiam z Billem w grze indie, to gra w grę indie.
9775:  To jest taka tak, jak z tym Hollow Knightem, tak?
9776:  No to jest gra indie, ale gra indie, w którą warto zagrać.
9779:  To jest gra indie, która jest na poziomie AAA-ów.
9780:  No, czas zawsze wydaje się przeskoczyć, kiedy jesteś zrelaksowany, prawda?
9788:  Siwe włosy ostatnio trendują, nie wiem o co wam chodzi.
9790:  No wiesz, chodzi o czas, no wszystko mija, nawet najdłuższa rzecz mija, ale czas też mija i to jest... Dlaczego Aribev de Tilmarande nie ma głosu?
9801:  No przecież ja słyszałem, że ona mówi.
9804:  Mów!
9804:  Daj głos!
9815:  Czemu?
9815:  No działa wreszcie.
9819:  Oho, wiecie jak oni mnie zabijali na pierwszych poziomach?
9823:  Tak notorycznie i nieustannie.
9830:  Dramat.
9830:  Gęśnie sprawdzimy free to play?
9832:  Tak.
9833:  I nie.
9834:  To znaczy, jesteś w stanie oddzielić totalnie moduł gacza i z niego nie korzystać.
9839:  W sensie finansowym.
9841:  Jesteś w stanie, tylko to wymaga silnej, silnej woli.
9847:  Krótko mówiąc,
9851:  Krótko mówiąc, to, gdzie to jest?
9854:  To.
9855:  Czyli primogemy, tak?
9857:  To jest coś, co zbierasz w otwartym świecie.
9859:  A to jest waluta, którą kupujesz.
9862:  Którą możesz konwertować na primogemy.
9865:  Nie polecam.
9867:  I z tych, żeż cholernych primogemów dostajesz coś, co się nazywa intertwined fate.
9871:  I generalnie rzecz biorąc, to jest...
9874:  No powiedzmy, że 130 pozwala ci na zagwarantowanie postaci legendarnej na 5 poziomie, a one są tutaj zebranymi, te 131, bez doładowywania tych kryształków, więc się da.
9888:  To, co ja mogę polecić jako znośne, to używanie czegoś, co się nazywa Welkin Moon.
9894:  Płacisz tam, nie wiem, jakieś 15 dolców co miesiąc i dostajesz z tego troszeczkę tych cholernych kryształków i...
9903:  I to jest ekwiwalent, powiedzmy, kupna gry wideo raz w miesiącu, więc jeżeli rzeczywiście grasz aktywnie w Genshin'a, to jesteś w stanie to sobie w jakiś sposób uzasadnić.
9912:  Battle Pass już jest tak... Znaczy, możesz, ale... Mam bardzo nieodpowiednią drużynę do walki z nimi, ale co tam.
9928:  Krzysztof, co wierzył?
9929:  Pięć dolców?
9929:  Sorry, pięć dolców.
9930:  Czyli battle z Battle Passem to jest piętnaście.
9932:  Okej.
9933:  Włęki to jest pięć dolców.
9939:  Tak, bo Battle Pass ma dwa poziomy.
9941:  Faktycznie.
9943:  Jeden poziom jest z dzierstwem, a podstawowy poziom to jest ten.
9947:  Tak.
9949:  Czy grałem w Omori?
9949:  Nie kojarzę w ogóle.
9950:  Hmm.
9950:  Now that I think...
9954:  Cześć, Szawro... Krzysztof, użyj... Rób opening na stream.
9957:  Jaki opening?
9963:  Tyle płyt, czemu nie są użyte w czajniku?
9965:  Nie umiem tego zrobić, wiecie?
9968:  Nigdy tego nie robiłem jeszcze.
9969:  Nie wiem, jak się używa tych płyt w czajniku.
9972:  Co więcej, osobiście uważałem... Jak je zbierałem...
9980:  I I dare you, czy to nie jest prawda, że one wyglądały jak ananasy.
9990:  Oooo.
9994:  Okej, teraz się wszystko zrobiło ciekawiej.
9996:  Czy to jest ten krasz, o którym mówiliście?
9998:  O, ba!
10001:  To jest moja ulubiona postać.
10006:  Oprócz seniory.
10007:  Tak, do zobaczenia później!
10012:  To nie jest ten... Jak możesz pisać Viridian, że to nie jest crush?
10015:  To jest niesamowity crush.
10018:  W Wuthering Ways nie grałem nic z tym.
10020:  Generalnie ograniczam się w gaczach do Genshin na Yen'o, bo właśnie Genshin jest czymś więcej niż tylko gaczą.
10026:  Jest pewnego rodzaju fenomenem, nie?
10028:  I ja nie wsiąkłem w gatunek, ale podoba mi się ten świat.
10031:  Daj mówić Dennis Leffowi.
10045:  Idziesz do imbryczka, stawiasz jakiś mebelek i wkładasz płyty?
10047:  Ale co to jest za mebelek?
10049:  Zaraz, zaraz pójdziemy i mi pokażecie.
10051:  Się podekscytowałem jak usłyszałem o muzyce.
10054:  Euphonium Unbound się nazywa.
10055:  Ten mebelek, okej.
10066:  Abyss Order zawsze jest za aktywnością hili-churli.
10077:  Churle, churle, hili-churle.
10079:  Był kiedyś taki śmieszny quest z hili-churlami, że był słownik hili-churli i robiło się słownik hili-churli i słownik hili-churli robiła Elona Musk.
10088:  Albo nie, Ella Musk.
10089:  Ella Musk, tak.
10091:  Wszyscy mówili, że to jest Elon Musk.
10094:  No to nie teraz masz tak samo jak ja, też zebrałem wszystkie płyty i nie umiem ich użyć.
10103:  Się dowiemy.
10104:  Elon Pismo, tak jest.
10107:  Ale mi się podoba, że to jest Vimara.
10115:  Ej, Vimara musi coś znaczyć, moi drodzy.
10123:  Hmm.
10125:  Musiałeś znaleźć jakieś inne źródło niż wiki.
10140:  Dobrze, nie lubię tego robić, ale załóżmy, że to jest... Gdzie jest ten meaning?
10149:  Vimara is an originally Visigothic, czyli wizygotzki, name of Germanic origin, meaning son of Pedro or Peter.
10159:  Jezus, jeżeli jest coś nieprawdopodobnie rozczarowującego, to to jest bardziej.
10164:  Someone who seems to only exist in people's memories.
10167:  That is indeed quite intriguing.
10171:  Zrozumiałbym, że jest niemożliwe, że masz na rękach prostą, pustą sprawę.
10174:  Jednak... żadna możliwa połączenie do Orderu Abysu wciąż nie jest oczywista.
10180:  Wygląda na to, że wszystko, co mamy dzięki wskazom, jest zwiększoną ilością aktywności.
10186:  I to jest pewne, o czym nie ma już dużo do wypowiedzi.
10188:  Tak!
10188:  To niebezpieczne... Hmm... Traveller, zapytam cię o to.
10194:  Czy wierzyłeś, że twoja siostra zniszczyła cię?
10201:  Hmm, lubię, że wraca ten wątek w questach z Dinesleifem.
10207:  W ogóle ciekawy jestem,
10216:  There's still hope for the two of you to reconcile.
10218:  Irreparable damage has not yet been done.
10233:  Inetsu pisze, że dla niego byłbym w stanie przerwać bycie free-to-play.
10237:  Ja byłbym w stanie dla postaci z Natlan, więc dlatego tak historycznie teraz zbieram primogemy, żeby jednak nie musieć.
10243:  Znaczy dla mnie bare minimum, czyli nagie minimum w odniesieniu do archontki Natlan, to jest broń i C2.
10253:  To jest bardzo dużo.
10254:  W tym momencie jestem w stanie zagwarantować sobie na razie jedną jej kopię.
10258:  Potrzebuję trzech jej kopii.
10260:  A jeżeli chodzi o zagwarantowanie sobie broni, trzeba minimum 270 wishy.
10263:  I żyje się z takim pęchowcem jak ja oczywiście, bo są ludzie, którzy sobie wrzucą 10 wishy i dostają 5 kopii broni pięciogwiazdkowej oczywiście.
10275:  Lumina jest popularniejsza?
10277:  Bo ja z kolei u wszystkich streamerów zagranicznych widziałem Travelera.
10285:  W główkach Google Vimara to w inny sposób zapisowała Vimala z sanskrytu znaczącego czystość.
10289:  O!
10290:  I to jest ciekawszy trop.
10292:  Vimala mówisz.
10301:  Sanskryt mówisz.
10305:  Stainless, spotless, clean, bright, pure, transparent.
10310:  A magical formula recited over weapons.
10319:  Moi drodzy, jesteśmy na tropie.
10324:  To pochodzi z czego?
10332:  Ramayana.
10334:  Wielkie nieba.
10336:  Niestety, ja niestety nie czytam sanskrytu.
10339:  Przepraszam!
10342:  Ale jeżeli ktoś czyta, to prawdopodobnie tutaj to zoczy.
10345:  W ogóle szanuję ten słownik, muszę wam powiedzieć, bo się rzadko zdarza, że były odniesienia do źródeł.
10351:  No rewelacja absolutna.
10354:  Jego imię...
10356:  Eter jest domyślny, oryginalnie to on był przeznaczony do bycia travelerem.
10359:  No tak, tam trzeba było wykonać wyboru, pamiętam na początku.
10361:  Eter jest traktowany jako oficjalny protagonista przez PR, ale Azja kocha protagonistki, więc, pisze Kamila, no tak.
10367:  Problem z Dainslefiem jest taki, że nie ma vision, więc trzeba będzie dla niego wprowadzić nowy element, albo świeczko Nivella, może być też tak, w ogóle piękny, piękny nick, świeczka Nivella nie wierzy Darek, mianowicie mogliby zrobić tak, że albo on dostanie w questie fabularnym jakąś wizję, albo będzie tak rzeczywiście, że wprowadzą nowy.
10387:  Tymczasem dostajemy imię tego naszego, jak rozumiem, krasza, to znaczy Vedrfolnir.
10394:  Znowu to brzmi nordycko.
10397:  Ja kojarzę to imię.
10402:  Czy ono nie było przypadkiem w zakończeniu finalnego questu... Ono było w zakończeniu finalnego questu z Fontaine czasem, nie?
10413:  Czy opowieści z mechańskiego pogranicza trzeba czytać po kolei, czy można sobie skakać po książce?
10418:  Ja bym czytał po kolei.
10424:  Było ich pięć.
10425:  Pięć księżyów Kainé.
10428:  Mądry Raptotir.
10431:  Wizjoner Werder Fulnir.
10434:  Głowa Ryndorfer.
10436:  Błyskawa Surtaloji.
10440:  I Rekir Solnari Rerir.
10443:  Niezależnie od tego, jak zniszczona moja pamięć może być, nigdy nie zapomnę ich imienia.
10453:  Jeden dzień... Będę miał moją węgiel.
10456:  Czekaj, niektóre z tych nazw są naprawdę zrozumiałe!
10462:  Jego córka jest ta, która stworzyła Albedo.
10467:  Nie wiem, kto to jest Skirk.
10470:  I ten, o którym po prostu się dowiedzieliśmy, Dane'a brata, Veda Fulnir.
10475:  Jeśli on był głosem świętego, to ten, kto inspirował Klotaru na stworzenie Orderu Abysu, to był on!
10488:  Mówiłem, że był Fontaine!
10489:  Uwielbiam to, że jak się pojawia Dineslave, to wreszcie jest lore.
10493:  Przed tobą Dineslave, dlatego lore.
10516:  Jeżeli męczysz się z opowiadaniem, wszyscy jesteśmy mekaniczkami przed Feniks, to mogę je pominąć, lepiej od razu odłożyć książkę na półkę.
10523:  Możesz je pominąć fabularnie, nic to nie zmieni, ale jeżeli ci ono nie odpowiada, to znaczy, że ci nie odpowiada styl narracji Roberta Wegnera.
10531:  Skepto jest mistrzyni Childa.
10535:  Ta pani, co zabrała wielorybę w Fontaine.
10537:  O, Mieszko wie, jak mi tłumaczyć.
10538:  Tak.
10541:  Tak.
10542:  No ja też uważam, Karo, że wszyscy jesteśmy na kanie czekania, to jest dobre opowiadanie, więc jeżeli komuś nie podchodzi, to ewidentnie styl Wegenera nie jest dla niego.
10553:  Ja kocham to opowiadanie, bo uwielbiam tego rodzaju kampanię od strony strategicznej i taktycznej.
10560:  Jednak w dół, te pięć z nich chcieli coś więcej.
10574:  Wiecie co?
10579:  To jest tak smutne, że dialog w grze mobilnej, darmowej, jest kadrowany filmowo lepiej niż dialogi w AAA grze, jaką jest Elden Ring.
10595:  Przeżywam to.
10598:  No przeżywam to.
10600:  Zresztą gęsi nie jest wyjątkiem.
10601:  Przecież to samo Wiedźmin 3 czy Baldur's Gate 3 robił.
10605:  Wszędzie to jest.
10606:  Inaczej się słucha tego dialogu.
10611:  Więc stali się błogosławieni, ale także przesadzającymi ludźmi.
10614:  Każdy w posiadaniu światopowodnego siły.
10623:  Bardzo często jest tak, że w obliczu tragedii ludzie po prostu usiłują się ratować, a nie bawią się bohaterów.
10643:  Wiesz, że w niektórych momentach dialogu można samemu kamerą ustawić?
10647:  Nie, ale wiem, że została wprowadzona ta funkcja i ją kocham absolutnie.
10651:  W jaki sposób mogę to zrobić?
10654:  Wcisnąłem w tym momencie losowe przyciski na klawiaturze i się nie udało.
10659:  Elden Ringa robili Japończycy.
10660:  Krzysztof, daj mi spokój!
10661:  Japończycy też się kuźwa czegoś muszą nauczyć.
10665:  Już bez przesady.
10665:  Ej, poza tym w Nier Automata też robili Japończycy, a jakoś dialogi tam wyglądają lepiej.
10673:  Widziałem twój komentarz pod ścieżką Divinity 2 Ego Dragonis, którego treść była następująca Especially Dragon Age.
10679:  Co?
10680:  Co?
10682:  Dlaczego ja się odwoływałem do Dragon Age'a?
10685:  Cieszę się, że się streamiki podbały za Drake Magician, po to są.
10700:  I super jest też to, że ponieważ to jest ważny dialog, to można go potem przejrzeć, nie?
