Dlaczego AKOLITA jest tak ZŁY?
🔗 https://www.youtube.com/watch?v=A4nbDZSWiHA
KMM (Krzysztof M. Maj)
BFP (Bartosz Filip Malinowski, Bez/Schematu)
ML (Michał Lipiński, Ponarzekajmy o Filmach)

41:  BFP - Wiecie po czym poznać prawdziwych przyjaciół?
2798:  KMM - Niesamowite, że tu nikogo innego nie ma.
2801:  KMM - A już wiem, to na pewno były te stwory, które siedziały na drzewach.
2804:  KMM - One sobie wyhodowały miecz świetny, ponieważ pamiętajmy, że teraz miecze świetne krwawią, w związku z powyższym tak się składa, że akurat te stwory mają problem z krzepliwością krwi, w związku z powyższym wykrwawił im miecz świetny i one zaszlachtowały sobie tego dżedaja.
2818:  KMM - Tak było, tak było, więc jeszcze do tego wszystkiego May jest tytanem intelektu.
2823:  BFP - Łukasz Paweła napisał... Jakim cudem Osza jest w stanie udusić mocą mistrza?
2831:  ML - No wydaje mi się, że dlatego... A nie widziałeś, że w scenariu ktoś wystawał zza pazuchy?
2835:  ML - Tak było napisane.
2837:  BFP - Wydaje mi się, że on ma wyrzuty sumienia i po prostu nie próbuje walczyć.
2841:  BFP - Tak, trochę to rozumiem, a alternatywne rozwiązanie jest takie, że one obie są po prostu taką formą Ciri w świecie Star Wars.
2849:  BFP - Są źródłem mocy czy tam... Swoją drogą, ciekawostka.
2853:  BFP - Za każdym razem i naprawdę żałuję, że nie mogę was zaprosić do swojej głowy tylko po to, żebyście mieli lepszy dzień.
2859:  BFP - Za każdym razem, kiedy mówiliście virgins, byłem przekonany, że mówicie dziewice.
2865:  ML - Ale to w tym serialu jak Saul, ten aktor, który przecież praktycznie nie zna angielskiego, tylko się nauczył na pamięć, jak mówili właśnie Virgins z tym akcentem, to nie brzmi jak Virgins, tylko... Boże.
2874:  KMM - Dziewice w mocy, tego tu ja się nie spodziewałem jeszcze.
2877:  ML - Chłop chodzi po lesie, wygląda, zadrzewa na dwie małe dziewczynki i szuka Virgins in the forest.
2883:  S02 - No tak powiedziałeś, dlatego myślałem, okej.
2885:  S02 - Ale czy... Słuchaj, ja tego nie pisałem.
2889:  BFP - Czy wy zwróciliście uwagę na scenę... To jest też jedna z moich ulubionych scen.
2892:  BFP - Nie podałem jej swojej recenzji.
2893:  BFP - Zapewne.
2894:  BFP - To jest scena, w której jeszcze nie wiemy, że Kimir to Kimir.
2898:  BFP - I przychodzi do niego May.
2900:  BFP - Nie, odwrotnie.
2901:  BFP - Osza przebrana za May.
2903:  BFP - I oni chcą wydusić od niego informację.
2905:  BFP - I on podchodzi do niej.
2907:  BFP - Ale czekaj, czekaj, uważaj, bo to jest dobre.
2910:  ML - I tam w pierwszych dwóch odcinkach są Ciciu Babkę grali.
2913:  BFP - I podchodzi Kimir, który, jak widać, każdy ma problem z tym, żeby... To są ludzie, którzy dysponują potężną mocą.
2921:  BFP - Zarówno Sol, jak i Kimir.
2922:  BFP - I oni nie są w stanie rozpoznać, że Osha to nie Osha, a Imei to nie Mei.
2925:  ML - Nie, to w ogóle nikt w tym serialu nie jest w stanie rozpoznać.
2927:  ML - Sol, kurwa.
2929:  ML - A jedyny, który potrafi, czyli Bazyl, bo dosłownie chłop jest od tego, żeby wochać.
2932:  S02 - Ten Bazyl.
2934:  S02 - A, ten Bazyl, tak, faktycznie.
2935:  ML - No, ten mały co wącha, to jedyny, który potrafi rozpoznać, to tego za późno się kapnął, po czym jak się kapnął, to nie dał znać temu Solowi na statku później, nie?
2943:  BFP - To jest ten Basil, to jest Donnie Brasco w ogóle, Donnie Brasco tego serialu.
2947:  BFP - Znaczy wszyscy liczyli też w necie na to, że pokaże się Darth Basil jak Darth Jar Jar i... Ale tak, wchodzi Osha przebrana za May i podchodzi do niej Kimmy, który oczywiście nie wie, że to jest nie ona, podchodzi ją tak obwąchuje i mówi
2964:  BFP - Mmm, mistrz, on będzie zadowolony.
2967:  BFP - Takim totalnie creepowym głosem.
2969:  BFP - On będzie zadowolony.
2970:  BFP - I nagle, jak zdoni Brasko, wpada policja w postaci mistrza Sola i jego dwójki uczniów mówią Mamy cię!
2976:  BFP - Mamy cię!
2977:  BFP - I pierwsze, co mówi mistrz, to mówi Jaki on?
2981:  BFP - Jaki mistrz?
2982:  BFP - I Kimmy robi coś takiego.
2984:  BFP - Co?
2984:  BFP - Ha?
2985:  BFP - Jaki mistrz?
2985:  BFP - O co chodzi?
2986:  BFP - Co?
2987:  BFP - I mistrz o tym zapomina.
2988:  BFP - I nie podnosi tego tematu więcej.
2990:  BFP - Jakby on przy nim mówi, że jest jakiś mistrz?
2993:  BFP - Po czym on go zbija z tropu na zasadzie, fajna pogoda dzisiaj.
2997:  BFP - A on mówi, ok, zabierzcie go na statek.
2999:  BFP - I odpuszcza temat.
3001:  BFP - Właśnie dowiedział się, że jest jakiś mistrz sifów i przestaje drążyć temat.
3005:  S05 - Jakby... All of you idiots you are!
3012:  S05 - I don't care anymore!
3014:  KMM - I will sit with my jamnik!
3018:  KMM - To jest straszne, powiem wam, że rzeczywiście w którymś momencie człowiek wyrabia w sobie taką kompletną obojętność na te postaci.
3024:  KMM - To znaczy, ja nie kibicowałem ani O. Znaczy, O. się kibicowałem przez pewien czas właśnie i poczułem się zdradzony bardzo, bo ona miała sensowny character development, ale Mei była irracjonalna od samego początku.
3035:  KMM - To znaczy, ja uważałem, że ona jest zepsutą, zimną asasynką Sithów,
3041:  KMM - zepsuł to do szpiku kości i by tego w ogóle nie kwestionowałem.
3045:  KMM - Natomiast Osha miała sensowne przynajmniej poglądy, biorąc pod uwagę to, co widziała, że rzeczywiście ją ta strojostra zdradziła, rzeczywiście w którymś momencie zdecydowała się przejść na stronę Jedi i ten jej rozwój był zrozumiały.
3059:  KMM - Natomiast potem przez to, że w którymś momencie ich role się odwróciły tak jak w komedii, to jest też zabawne, że ten serial ma strukturę komedii, ale chce być tragedią.
3068:  KMM - I nagle jak wskubim dół, okazuje się, że ten, którego mieliśmy za... O, to jest ten przecież sympatyczny piekarz, u którego zawsze kupujemy sobie bagietki, to okazuje się, że a tak naprawdę to jest groźny zif.
3081:  KMM - Strasznie to jest głupie i nie jestem w stanie zrozumieć, po co zostało to wprowadzone.
3084:  ML - Sporo osób podniosło na czacie, że oni próbują robić takie triki, tak jakby to był jakiś ta-da-da-da, a to jest po prostu tandeta.
3092:  ML - To jest tak jakby jak Scooby Doo.
3095:  ML - Tutaj wiem, że na czacie jest Primal Elf i się obrazi za to, że znowu obrażam Scooby Doo.
3099:  ML - To jest tylko to porównanie takie, no.
3101:  BFP - Sporo osób na czacie podnosi zasadny argument, że jest mowa w serialu i nawet Kimil, nie wiem czy Kimil, to chyba tak, jakby Kimil potrafi też to czytać w myślach.
3113:  ML - I wymazywać pamięć.
3114:  KMM - Stary, ja tam gadam pełen serwis.
3118:  KMM - Ale jak on wymazuje tę pamięć?
3119:  KMM - Dlaczego?
3120:  KMM - Zauważcie, że on potrzebuje, nie wiem, w ogóle w tym serialu potrzeba wielkiego skupienia do robienia trywialnych rzeczy, na przykład Mistrz Sol potrzebuje zużyć całą swoją energię życiową, całą swoją staminę, całe swoje chi na to, żeby utrzymać połówkę mostu, podczas gdy, przypominam, bywało w grach, że krążownik imperialny można było ściągnąć z orbity, haha, natomiast z drugiej strony mamy...
3142:  KMM - Prawda?
3143:  KMM - A z drugiej strony cieszę się, cieszę się.
3146:  KMM - You understood that reference.
3148:  KMM - A z drugiej strony mamy, nie no, super potężną umiejętność.
3151:  KMM - On se tak paluszkiem pokazuje na nią.
3154:  KMM - Uuuu, teraz, teraz stracisz pamięć!
3157:  KMM - Czary-mary, czary-mary, jedaj stary, ale jary!
3161:  KMM - I nagle wymazuje jej całą pamięć i to jeszcze zauważcie precyzyjnie do konkretnego dnia, że ona, to nie jest tak, że jej wymazał całkowicie tożsamość, tak jak ja sądziłem, że ona będzie w ogóle carte blanche.
3170:  KMM - Nie, ona ma wymazaną tożsamość od pewnego momentu.
3174:  KMM - O czym się dowiadujemy w ostatniej scenie, kiedy mistrzyni Wernestra bodajże z nią rozmawia, z Maze to znaczy, i okazuje się, że ona wie jak się nazywa, pamięta przeszłość i w którymś momencie się dowiaduje, że ma siostrę.
3187:  KMM - I od momentu, w którym nie wiadomo dlaczego w zasadzie nagle,
3191:  KMM - Ja nic nie wiem.
3193:  ML - Jest jeszcze jedno ważne pytanie w całej tej kwestii, bo ty mówisz tu tak o tej mechanice, co jest idiotyczne oczywiście, ale też czemu?
3199:  ML - Że po co?
3200:  ML - Czemu oni ją w ogóle zostawili?
3202:  ML - Czemu one razem z nim nie poszły albo razem gdzie indziej?
3205:  KMM - No to dobre pytanie jest faktycznie.
3206:  KMM - Czemu jej wymazali pamięć w sumie, nie?
3208:  ML - I zostawili ją na tej planecie tym Jedi, na zasadzie, no ty będziesz procesowali, to jest taka scena, jakby one musiały się roz... Widziałem to w innych filmach, tak?
3216:  ML - One muszą się rozstać i kiedyś się odnajdziemy, o mój Boże, muszę iść, wiecie, deski z pożaru spadają w jakimś filmie katastroficznym, ale czemu?
3225:  KMM - I czemu oczywiście w tym momencie też tamta idzie z tamtym za rączkę i nie wiem, no wiem, że jej się klata spodobała, ale... Teraz mi to uświadomiliście, przecież rzeczywiście akurat May przeszła na tę jasną stronę, z tego co rozumiem, bo scenariusz, ale... Zamieniły się miejscami, no.
3242:  KMM - Ale wiecie, ale jeśli przeszła na jasną stronę, to po co jej wymazywać pamięć, prawda?
3246:  KMM - Znaczy ona przeszła jakiś rozwój wewnętrzny i teraz to wszystko zostało usunięte?
3252:  KMM - W zasadzie dlaczego?
3254:  ML - Dziwne.
3254:  ML - I by the way, jak można komuś wymazać pamięć, to co, ci Jedi już nie wsadzą jej do pierdla?
3259:  KMM - No właśnie.
3259:  KMM - Ci Jedi dokonała zbrodni obiektywnie.
3261:  BFP - Bartosz Nowak napisał, ten serial boli mnie egzystencjonalnie.
3266:  BFP - Ostatnie dzieła Michaela Baya i Snydera to arcydzieła w porównaniu z tym serialem.
3270:  BFP - Gdzie jest drugi sezon Andor?
3272:  BFP - Drugi sezon Andor powstaje.
3273:  BFP - Jest skręcony w tym momencie, więc tak, tak.
3276:  BFP - Niestety będzie ostatni, bo to takie było założenie twórców.
3279:  KMM - Naturalnie, potrzebujemy jeszcze czterech sezonów Akolity.
3281:  KMM - Hmm...
3283:  ML - Znaczy ja jestem no tak, bo bawię się przed nią, ale to jest taka forma hatewatchingu, ale... Zadziwiające też jest jak bardzo... To jest świetne takie ćwiczenie w rozkminianiu filmów i scenariusza, nie?
3296:  ML - Na ilu poziomach to może nie mieć sensu i jak bardzo, właśnie tak jak mówiłeś, jak nie robić scenariusza, to jest...
3303:  BFP - Mnie zastanawia, aż sprawdzę za moment, kto jest scenarzystą w tym serialu, czy kim są scenarzyści, bo zakładam, że... To jest pierwszy serial bez scenarzysty.
3314:  ML - Po prostu weszli na plan i się działo.
3316:  ML - Leslie Hedlund zrobiła pierwszy odcinek i generalnie nadzorowała całość, ale jest tam parę... Powiedzcie mi, kto wymyślił sytuację, w której one robią Power of Many, kontrolują Wookie'ego i Trinity podchodzi, robi...
3330:  ML - kontruje je i wszystkie umierają naraz.
3333:  ML - I to widziałem na czacie, ale to jest też mem od dwóch tygodni.
3337:  ML - Tak jakby ktoś wyciągnął kabel z Matrixa.
3339:  BFP - To jedna z wielu rzeczy, których się nie dowiesz, póki nie wyjdzie drugi sezon.
3344:  KMM - Filip mnie zabije, ponieważ scenarzyści, którzy są w Akolicie są też w rodzie smoka.
3351:  KMM - A kto konkretnie?
3354:  KMM - Właśnie Charmaine the Great, następna Aileen Shim.
3357:  KMM - Sprawdzam dalej, bo ciekawy jestem czy wszyscy.
3361:  KMM - Ale ja podejrzewam, że te writers roomy mogą się na siebie nakładać w wielu przypadkach.
3368:  KMM - Ale uczciwie mówiąc, jeżeli chodzi o to, co tutaj się stało,
3373:  KMM - no to jednak showrunner przecież wszystkie sznurki pociąga, tak?
3377:  KMM - Znaczy ja nie wierzę, żeby writers room wyglądał w ten sposób, że ktoś tam sobie forsuje swoją wizję, zwłaszcza, że na przykład showrunnerka, o czym Filip też wspomniał... Aha, prawda?
3388:  KMM - O czym Filip też wspomniał, przecież showrunnerka nawiązywa nawet do Kotora, co jest zbrodnią absolutną.
3393:  KMM - To, że ona zna Kotora i z niego wyciąga jakieś wnioski, to są dwa warianty.
3397:  KMM - Albo zagrała i nie zrozumiała, albo ktoś jej powiedział, że to istnieje i że fani lubią.
3402:  KMM - Obstawiam to drugie.
3404:  BFP - Ja zastanawiam się, dlaczego scenarzyści tak ostentacyjnie próbują manipulować widzem do tego, żeby lubił bohaterki i konkretnych bohaterów, przede wszystkim Kimira.
3418:  BFP - To znaczy ja podawałem przykład Blue Eye Samurai, gdzie my pozostajemy z bohaterką Mizu, która właśnie podąża drogą zemsty, ale denerwujemy się na nią.
3427:  BFP - To znaczy scenarzyści, dwójka scenarzystów konkretniej,
3432:  BFP - pozostawia nam przestrzeń do tego, żebyśmy byli źli na bohaterkę, ale mówią nam, masz prawo tak czuć.
3439:  BFP - A ja mam wrażenie, kiedy ogranam akolity, że się złoszczę na bohaterki, ale na każdym kroku scenarzyści próbują powiedzieć, ale nie powinieneś.
3446:  BFP - Musisz zrozumieć.
3447:  BFP - No przecież ich taka tragedia.
3448:  BFP - Zobacz, jak one płaczą, jak one się przytulają.
3450:  BFP - No zobacz, co je spotka.
3451:  BFP - Musisz to zrozumieć.
3452:  BFP - Musisz.
3453:  BFP - Z kolei, kiedy wprowadzam inne postaci, którym i tak dają sporo czasu reklamowego, sporo czasu ekranowego,
3461:  BFP - a nie mają do nich sympatii, to czynią je niezwykle płaskimi, jednowymiarowymi.
3466:  BFP - I mam tu na myśli dwoje uczniów Mistrza Sola.
3469:  BFP - Jeden to jest Jord, a druga to jest ta, którą gra Daphne Keane, czyli ta, która grała w Loganie X-23, to jest, no zaraz sprawdzę, wydaje mi się, że Lon albo Len, Lon, tak mi się wydaje, że ona ma na imię Lon, ale mogę się mylić.
3484:  S03 - Nieważne, i tak już są zwłokami w tym momencie, więc... Czy w tych postaciach cokolwiek jest ciekawego?
3490:  BFP - Bo dla mnie one nie mają żadnych właściwości.
3493:  BFP - Jedyna właściwość, jaką widzę, to jest to, kiedy ta dziewczyna okazuje się faktycznie niezłą szermierką.
3499:  BFP - Wyciąga dwa ostrza i wymiata.
3502:  ML - Co na dłuższą metę też nie do końca ma sens, dlaczego tam on walczy z pięcioma Jedi, a potem nagle walczy z jedną tak samo.
3510:  ML - To już tam...
3512:  ML - Powiedzmy, że nie muszę się czepiać.
3515:  KMM - Sprawdziłem jeszcze, przepraszam, domknę ten wątek, bo sprawdziłem odcinek nasz ukochany siódmy i trzeci, czyli najgorszy obiektywnie.
3522:  KMM - I tak, i tam była właśnie Charmaine the Great niestety.
3525:  KMM - Oprócz tego była Jasmine Fleurney.
3530:  KMM - która jest odpowiedzialna także za Falkona i Zimnego i Żołnierza, rękę bogatrzów Beatle, więc mniej znane seriale, też nie jakieś potwornie złe, ale jeszcze jest Jane Richards, który, co mnie bardzo rozbawiło na Wikipedii, jest opisany jako American writer, actress, producer and activist.
3545:  KMM - Więc...
3549:  KMM - Świetna sprawa.
3550:  KMM - Siódmy i trzeci odcinek, szczerze powiedziawszy, osoby, które są za to odpowiedzialne, autentycznie powinny dostać wilczy bilet z Hollywoodu, bo to jest skandal.
3558:  KMM - Na poziomie warsztatowym to jest skandal.
3560:  KMM - Tego się nie da wybronić na poziomie strukturalnym, narracyjnym, warsztatowym.
3564:  KMM - I tak jak powiedział Michał, wyjmujemy Gwiezdne Wojny z tego całkowicie.
3569:  BFP - Bo pokażę ci Krzysztof też na przykładzie, trochę odwrócę to ostrze i powiem ci, że taka Leslie Hedlund, która zrobiła, jest showrunnerką niestety akolite,
3583:  BFP - współtworzyła i jako scenarzystka, i jako reżyserkę, i jako producentka jeden z najlepszych seriali ostatnich lat, jakim jest Russian Doll z Nataszą Lyon.
3593:  BFP - To jest wybitny serial.
3595:  BFP - Ma dwa sezony i jest jednym z najbardziej pokręconych, najciekawszych, najbardziej
3599:  BFP - twórczych, odkrywczych, oryginalnych seriali, jakie widziałem w ostatnich 10 latach.
3603:  BFP - Nie wiem, czy ty widziałeś, Michał, Russian Doll?
3605:  ML - Tak, tak, ja lubię Russian Doll.
3606:  ML - Ja w ogóle lubię Dzień Świstaka.
3607:  BFP - To pokazuje, że ta sama scena... To nie jest tak, że scenarzy ci są po prostu źli.
3612:  BFP - Oczywiście trafiają się tacy jak najbardziej, ale...
3614:  ML - Ja słuchałem Waszej dyskusji o D&D i grze o tron itd.
3621:  ML - To D&D też potrafili napisać dobre dialogi, dobrze adaptować, a potrafili po prostu całkowicie położyć te ostatnie sezony i wątki itd.
3629:  ML - Tak to bywa, no.
3630:  ML - Tak to bywa.
3631:  ML - No ale właśnie po to jest ta Leslie Headland, po to są ci producenci jeszcze wyżej, żeby usiąść całościowo i powiedzieć, nie, stary, no to kurwa nie ma sensu, nie, jakby, coś tu, pracujcie dalej.
3640:  ML - Kolejna wersja.
3640:  KMM - Ja mam wrażenie, że u Leslie jest ten problem, że ona też była odpowiedzialna za romkomy, Bazę 3 nakręciła.
3648:  KMM - Dobre, nawet jeden widziałem, ale struktura komedii pasuje do zupełnie innego typu serialu.
3654:  KMM - Ona tutaj chciała poruszać mroczne tematy i zauważcie, jak drętwo wchodziły tutaj takie elementy komediowe, typowo Star Wars'owe, jak chociażby ten nieszczęsny bazyl.
3663:  ML - I ten robocik, co tam psiukał w twarz nagle.
3665:  KMM - No właśnie.
3667:  KMM - W ogóle nie było takiego comic reliefu, który miałby jakiś sens.
3671:  KMM - Czasem bohaterowie zachowywali się idiotycznie.
3674:  KMM - I też Saul, zauważcie, on jest postacią tragiczną, ale jest portretowany jako pokraka.
3679:  KMM - Czy on się potykał rąbek własnej szaty?
3682:  KMM - I to jest typowe pisarstwo właśnie takie komediowe.
3686:  KMM - Taka postać ma tam sens, ale on tutaj nie miał takiego sensu, chyba że chcemy go wyśmiać.
3690:  KMM - I myślę, że z tym może też wiązać się problem, który mamy w odbiorze z tą postacią, że tak chcemy z nią sympatyzować, bo mu zwyczajnie współczujemy.
3698:  KMM - To jest taki quasi-modo tego serialu.
3700:  BFP - FRS jeszcze ad vocem napisał, że scenarzystka od Power of Many napisała ósmy odcinek Rodu Smoka, w którym jest najlepsza scena w całym serialu.
3708:  BFP - To jest prawdziwy dualizm mocy.
3710:  BFP - I oczywiście rodzi się pytanie, bo ktoś zapytał, czy to nie jest tak, że scenarzyści mają robić serial według wytycznych Disneya.
3718:  BFP - Znaczy ponownie, dla mnie to jest takie...
3723:  BFP - taki Dobromir Disney w monoklu z cylindrem mówi, o to musisz zrobić w taki sposób, a nie inny, ja będę to kontrolował.
3731:  BFP - Nie, na pewno są jakieś wytyczne co do tego, jak ma wyglądać pewna reprezentatywność i tak dalej, co czasem działa na niekorzyść, czasem działa na korzyść, ale niekoniecznie, no spójrzcie na Andora, no jeżeli są takie wytyczne, to dlaczego Andor się broni, a ten serial tak bardzo się nie broni, czy Obi-Wan dlaczego się tak bardzo nie broni, no to wciąż jest w gestii scenarzystów, showrunnerów, to oni mają pomysł, to oni go realizują, to nie jest tak, że przychodzi...
3757:  BFP - jakaś korporacyjna istota o dziwnym humanoidalnym wyglądzie, przerażającej myszki Miki, przypominającej zajączka z Donnie Darko i rzuca scenariusz i mówi, ja to napisałem, teraz masz to zrobić, podpisać się własnym nazwiskiem.
3770:  BFP - Chcę, żeby ludzie cierpieli.
3772:  BFP - Nie, to po prostu ludzie tworzą naprawdę kretyńskie rzeczy, ale... Disney ma twarz i to twarz jest Kathleen Kennedy.
3778:  ML - I okazuje się, że to też nie jest takie proste, wiecie, że...
3782:  BFP - Ale będę pierwszą osobą, na pewno nie będę pierwszą, będę ostatnią osobą, ale będę pierwszy raz naprawdę obstawał przy tym, że ten serial ma irytującą linię polityczną.
3794:  BFP - I ja tam czuję woke.
3796:  BFP - Ja tam czuję wokeness.
3797:  BFP - Ono mnie drażni.
3798:  BFP - Ono jest pewnym sposobem ukazywania przede wszystkim postaci kobiecych, które mają pewne bardzo charakterystyczne cechy, które w oczach być może autorki
3808:  BFP - budują ich niezależność, może symbolicznie również zrzucają patriarchat, kiedy duszą takiego sola, patrona i patriarchę i wtedy się uwalniają i podążają sobie z takim kimirem, znajdując sobie młodszego z lepszą klatą.
3824:  BFP - Dla mnie to, co łączy wszystkie kobiece bohaterki, to jest arogancja, zadufanie, egotyzm, pewna taka nieprzyjemność, wykalkulowanie
3836:  BFP - nieprzejednaność.
3837:  BFP - Ja to widzę przede wszystkim po tych witches, widzę to przede wszystkim po Mistrzyni Wernestrze, widzę to po May i Osha jest jedyną sympatyczną postacią kobiecą, a i tak udaje się ją zmarnować, na koniec ukazując ją jako socjopatkę.
3852:  KMM - Mistrzyni Wernestra chyba jest najbardziej antypatyczna z tego wszystkiego.
3854:  KMM - Mistrzyni Wernestra najbardziej mi przypominała znielubianą przez fandom Admiral Holdo, która była tylko po to, żeby pokazywać... Już nawet nie pamiętam, jak się nazywał ten pilotowi Rebelii.
3868:  KMM - Dziękuję.
3869:  KMM - Więc ona była tylko po to, żeby pokazywać połudno Mironowi, że jest śmiesznym chłopczykiem, który chce się bawić w piu, piu, piu i ma siedzieć cicho.
3876:  KMM - I ona była przedstawiana w sposób antypatyczny, to znaczy zamiast, żeby pokazać jej geniusz strategiczny, bo rzeczywiście ten jej manewr był ciekawy, żeby się skupić na tym, to cały czas podkreślano, jaka ona jest.
3888:  KMM - I podobnie jest z Vernestrą.
3889:  KMM - Znaczy Vernestra ma cały czas skrzywioną minę, chodzi skwaszona, niezadowolona.
3895:  ML - Ona jest trochę jak te...
3897:  KMM - Nie złożyłeś rzeczy do dziekanatu, no.
3899:  KMM - Czeka cały czas, aż złoży.
3900:  KMM - Nie może zamknąć dziekanatu, no.
3903:  KMM - I strasznie to jest dziwne, biorąc pod uwagę też to, i o tym mówiłem w swojej recenzji, że Jedi zawsze mieli być, to było źródło ich problemów.
3912:  KMM - że oni faktycznie byli stoiccy.
3915:  KMM - Tu się trochę nie zgadzam z recenzją Filipa.
3917:  KMM - Oni byli stoiccy i wyzuci z emocji.
3919:  KMM - To nie jest tak, że oni się starali.
3921:  KMM - Oni byli, mieli sformatowane mózgi, trenowali się do tego latami.
3925:  KMM - Więc jeżeli Vernestra albo Miss Sol na nie wiem, życia wędrówce na połowie czasu nagle się orientują, że
3931:  KMM - No to w sumie to ja bym pokochał trochę.
3934:  KMM - Albo w sumie to będę chodzić ze skwaszoną miną cały czas i prezentować wszystkim swoje niezadowolenie, a nie wiem, obok siedzi mistrz Yoda i tylko kiwa paluszkiem, że tak nie wolno.
3943:  KMM - To jest absurdalne.
3944:  KMM - Wszyscy Jedi, którzy byli zawsze portretowani, właśnie byli tacy odrealni.
3948:  KMM - To jest problem Obi-Wana i Anakina, który jest bardzo fajnie pokazany.
3951:  KMM - Oni się rozchodzą w momencie,
3953:  KMM - akceptacji Obi-Wana dla kodeksu postępowania Jedi, że Obi-Wan zachowuje jednak ten swój stoicyzm, on dlatego wygrywa za Anakinem na Mustafarze.
3963:  KMM - A tutaj w tym serialu cały czas Jedi przegrywają i moja hipoteza jest taka, że oni przegrywają właśnie dlatego, że wszyscy są rozemocjonowani, krzyczą, wrzeszczą, ten wsiada na motor nagle i odlatuje w stronę zachodzącego słońca.
3977:  KMM - To są impulsywne reakcje Sifów, tak?
3980:  KMM - Tak się zachowywał Amakin, przecież to się dzieje w Zemście Sitów.
3983:  KMM - On dosłownie wsiada na motor, zapiernicza do Senatu, żeby uratować Palpiego.
3989:  KMM - Oczywiście przeciwko ratowaniu poszliwa Palpatina, który, jak ja pamiętam, był genialnym politykiem i świetnym strategiem, ale nie zmienia to faktu, że to nie jest Obi-Wan.
3996:  KMM - Obi-Wan tak nie postępuje.
3997:  KMM - Krzysztof romansujący z faszyzmem, część 2137.
4001:  KMM - Faszyzm został prowadzony przez Disneya, on zniszczył postać Sheeva Palpatina.
4005:  KMM - Wcześniej można było rozumieć jego różnego rodzaju racje.
4008:  BFP - Jezu, ja już myślałem, że ty pójdziesz totalnie w długi, długi rant.
4011:  BFP - Ja ci wytłumaczę, czym jest faszyzm z Gwiezdnej Wojny.
4013:  KMM - To nie jest po prostu faszyzm.
4014:  BFP - Ja ci wytłumaczę, dlaczego to jest właściwy system polityczno-społeczny.
4018:  BFP - Teraz mnie słuchaj, jak prosperował Imperium.
4021:  BFP - W każdym razie, Rebo napisał...
4024:  BFP - Czy nie uważacie, że obecny Hollywood wyświadcza niedźwiedziom przysługę kobietom zatrudniając niekompetentne kobiety jako głowy projektów?
4031:  BFP - Ja odbiję to pytaniem.
4032:  BFP - A czy nie wyświadcza niedźwiedziej przysługi mężczyznom zatrudniając niekompetentnych mężczyzn?
4038:  BFP - Wszyscy są niekompetentni.
4040:  BFP - Ja nie widzę różnicy między jednym i drugim.
4043:  BFP - Jedyna różnica jest w statystyce.
4044:  BFP - Statystyka jest taka, że kobiet, showrunnerków, showrunnerek jest mniej.
4048:  BFP - Tak jak reżyserek, tak jak scenarzystek, jest po prostu mniej.
4051:  BFP - Dlatego też łatwiej jest to wytknąć, szczególnie kiedy mamy serial tak silnie nacechowany pewnymi ideami i jednak powiedziałbym, że pewną linią ideową, nie polityczną.
4060:  BFP - Nie polityczną, bo to jest kompletnie złe rozumienie polityki, tylko linią ideową, którą ja tutaj wykrywam i wyczuwam.
4066:  BFP - Dlatego też wykorzystałem to przeciw showrunnerce w swojej recenzji, bo pokazuje jak bardzo łatwo jest mnie, jednak osoby o poglądach progresywnych, zniechęcić do tak zaprezentowanych idei i do niej jako twórczyni.
4079:  BFP - wpychając mi to na siłę do gardła i uzyskując efekt odwrotny od tego, którego oczekuję.
4084:  BFP - Więc byłbym ostrożny z tym zakładaniem, że to kobiety przynoszą kobietom wstyd albo pokazują, że się nie nadają na takie stanowiska, bo równie dobrze moglibyśmy znaleźć dziesięciu mężczyzn na jedną taką kobietę, którzy również posadzili jakieś seriale, nie szukając daleko bracia Karamazow, czyli D&D chociażby, tak?
4103:  BFP - Nie potrzebowali kobiety do tego, żeby zniszczyć całkowicie serial na ostatniej prostej.
4108:  BFP - Czy zgodzilibyście się, że ten serial jednak potrafi oczarować choreografią i pomysłowością i świeżym podejściem do tego, jak mogą wyglądać walki między Jedi a Sithami albo generalnie między osobami aktywnymi mocą?
4129:  BFP - Z jednym zastrzeżeniem od razu powiem, ja kurwa nie wiem, kto to pierwszy wprowadził, ale ja na to narzekałem
4135:  BFP - z Michałem, ramię w ramię, w Asoce.
4138:  BFP - Do szału nas doprowadzało, kiedy miałeś świetną choreografię, naprawdę fajną walkę i musiałeś ją ciąć w trakcie przebitkami na inną postać, która robiła coś nudnego.
4148:  S03 - My gadaliśmy o Asoce?
4150:  BFP - Nie pamiętam, ale rozmawialiśmy na pewno o tym.
4153:  BFP - Wymazałem ci z pamięci.
4155:  ML - Nie ciebie, ale Asoka, tak.
4157:  KMM - Możesz spotkać jakiegoś potężnego wojownika Sithów, który nie jest wojownikiem Sithów i wymazał ci pamięć po prostu.
4163:  ML - Dokładnie od tamtego.
4165:  ML - Od tamtej recenzji, nic nie pamiętam.
4167:  BFP - No ale kiedy machają mieczami, to jest trochę lepiej.
4169:  ML - Nie no, no te choreografie były okej, no, tylko ja powiem jedną rzecz, bo okej, to były najlepsze momenty w tym serialu, chwila, mieczyki świetne, ja się, fajnie też się lubię pobawić, ale w momencie, w którym nie lubię tych bohaterów, nie rozumiem ich motywacji i tak dalej, i tak dalej, i tak dalej, no to wciąż to jest dla mnie bezmyślny odburzacz, nie?
