Krzysztof M. Maj - szczęśliwy jak JAMNIK || W sumie ciekawi ludzie @KrzysztofMMaj
🔗 https://www.youtube.com/watch?v=yzBa4XN-e8w
SR (Szymon Rusnarczyk)
KMM (Krzysztof M. Maj)

0:  KMM - Ja mam złą pamięć, ale chyba ja już po tę książkę w tej jaskini raz chodziłem.
2636:  KMM - Oszczędzę sobie pieniądze czy coś, wymyślę sposób, żeby to znaleźć, tak?
2640:  KMM - W którymś momencie stało się to możliwe.
2642:  KMM - To było bardzo późno w moim życiu, ale się stało to możliwe.
2645:  KMM - Natomiast choćbym się zesrał, to nie jestem w stanie trafić do świata, w którym jest magia, prawda?
2649:  KMM - I dla mnie gry zawsze i literatura, w ogóle sztuka, była związana z silną potrzebą eskapizmu, z uwagi na to, że ja bodźców intelektualnych w życiu mam wystarczająco dużo, nie potrzebuję więcej, więc dla mnie, wiesz, sięganie po książkę, a wiem, że dużo ludzi to robi, ma na przykład nudną pracę i sięga sobie po książkę filozoficzną albo reportaż dla nich, to jest wartościowe, bo myślą sobie, o, ja się czegoś dodatkowego uczę, ja mam takie...
2670:  KMM - Dud, ja się cały czas uczę.
2672:  KMM - Chcę przestać się uczyć, kiedy gram.
2675:  KMM - Chcę przestać się uczyć i, wiesz, mieć to takie oświeceniowe ad usum delfini dla pożytku księcia, żeby się uczyć i bawić.
2682:  KMM - Ja chcę się tylko bawić, chcę mieć radość, chcę mieć rozrywkę, chcę mieć ucieczkę do innego świata.
2687:  KMM - I dlatego dla mnie na przykład gra historyczna nigdy nie będzie miała takiego poziomu
2693:  KMM - fanu, jakiegoś czystej zabawy i ludyczności, jak gra, która będzie historyczna, ale z takim twistem, trochę jak w Assassin's Creedzie, science fiction, nie?
2702:  KMM - Że będzie jednak ten Animus, że będziemy sobie... Ale przecież Assassin's Creed to jest historyczna gra, my ciągle o tym czytamy, że to jest gra historyczna.
2710:  SR - No właśnie.
2711:  KMM - Bardzo historyczna w świecie tych, którzy byli przed nami.
2715:  KMM - Oczywiście supernowoczesnego społeczeństwa.
2717:  KMM - Wszyscy wiemy, że przecież Jowisz był profesorem bioinżynierii.
2722:  SR - I spotykali się, oni wszyscy się spotykali z papieżem w podziemiach.
2725:  SR - Tak jest.
2726:  KMM - Wszystko to się zdarzyło.
2727:  KMM - No więc ja też dlatego lubię masę Screeda.
2729:  KMM - I dla mnie gry, które rzeczywiście to wprowadzają, są po prostu bardziej interesujące.
2734:  KMM - Czy to znaczy, że mówię, że Crusader Kings to jest zła gra?
2736:  KMM - Nie.
2737:  KMM - Czy to znaczy, że mówię, że Europa Universalis jest złą grą?
2739:  KMM - Nie.
2739:  KMM - Po prostu nie jest w stanie mnie przytrzymać tak długo.
2742:  SR - Nie jest dla Ciebie w większości.
2743:  KMM - Tak, jak jest w stanie mnie jeszcze przytrzymać, Warhammer Total War, ale właśnie Warhammer Total War, bo w Rome Total War też grałem, w Shoguna też grałem, tak, wiem, że Shogun jest świetny, Medieval 2 też jest świetne, ale nie ma porównania między liczbą godzin, które mam spędzone w tamtych grach, tam po parę dziesiąt, a w Rome Total War, znaczy w Warhammer Total War, gdzie mam spędzone w sumie w dwóch częściach ponad 3000 godzin, znaczy to nie ma porównania w ogóle.
2768:  KMM - I wydaje mi się, że to zawsze przesądzało o tej mojej... w Commandant Cocker chociażby zawsze wolałem Tiberium Wars i Kane's Wrath od Red Alert'a.
2775:  KMM - Mimo, że Red Alert jest kultowy, jest świetny, campowy, ludzie, którzy na przykład lubią Fallout'a, bardzo lubili też Red Alert'a, bo tam też było to połączenie bardzo charakterystycznego humoru, świetnego humoru... To ja, Red Alert 2 i Fallout później.
2787:  KMM - Z tą estetyką retro trochę, nie?
2789:  KMM - A dla mnie to zawsze było interesujące, ale to nie było na tyle wciągające i imersywne, żebym tam zagubił się na długie godziny, a właśnie z biegiem lat ja zacząłem potrzebować bardzo mediów, które mnie potrafią zatracić na długie godziny,
2804:  KMM - Bo mam też wrażenie takie, że dzięki temu ja trenuję koncentrację.
2808:  KMM - Bo w dzisiejszych czasach, gdzie mamy kłopot z koncentrowaniem się, nie mamy kłopotu jednak z imersją, to znaczy jesteśmy w stanie binge'ować seriale przez 8 godzin, chociaż zaczynają się już pojawiać ludzie, którzy mówią, że nie są w stanie tego robić, bo sięgają do telefonu.
2821:  SR - Moja żona.
2822:  SR - Moja żona puszcza parę seriali, praktycznie często pod rząd i w tym czasie siedzi na TikToku.
2827:  SR - I ja tego nie ogarniam, bo ja się muszę skupić na tym serialu i chcę zrozumieć, o co w nim chodzi, chcę złapać te wszystkie sceny i jak sobie przerywam coś, to często cofam, nawet żeby zobaczyć, co się wydarzyło.
2838:  SR - Tak jest.
2838:  KMM - Ja dlatego robię sobie treningi Mercy, że ja lubię długie sesje, ludzie często mnie pytają, Krzysztof, czy ty zwariowałeś, że masz w Steam 8 godzin?
2845:  KMM - Mówię, tak się gra w grę.
2847:  KMM - Tak się gra w grę.
2849:  KMM - Ja wiem, że dużo osób nie może sobie na to pozwolić, bo ma ciężką pracę i wraca wykończonymi z domu, mają jeszcze obowiązki swoje dodatkowe i mogą siąść może w sobotę, w niedzielę na te dwie godziny przy konsoli i wiesz, i pod tego typu grupę odbiorców są schalowane bardzo często gry, które mnie się też nie będą podobać, bo są bardziej, no właśnie używa się tego przymiotnika casualowe, ja go nie lubię, no bo to nie jest casualowe, to są po prostu gry dla normalnych ludzi z ciężką pracą i rodziną.
2876:  KMM - Więc ja się nie dziwię, że w ten sposób też jest skalowana grupa odbiorcza, bo też, o czym w tym studiu nie muszę mówić, ale przecież gracz się starzeje, tak, jako grupa docelowa.
2885:  KMM - Dlatego też gry muszą być coraz bardziej dostosowane do tego.
2888:  KMM - A ja właśnie wolę te, na których muszę spędzić te kilkaset godzin, właśnie dlatego, żeby odejść od tego mojego bardzo gorączkowego trybu pracy.
2897:  KMM - Bo tak jak Ty mówisz, że wygląda bardzo często odbiór ludzi mediów,
2901:  KMM - Tak wygląda moja praca.
2902:  KMM - Mail, szybkie zaaranżowanie tego, nagranie filmu, zrobienie wykładu, ale w trakcie jak zaczynam robić wykład, muszę napisać kawałek artykułu, potem przychodzi mi 20 innych maili, jak przychodzi mi 20 innych maili, to muszę nagle pójść na uczelnię, ponieważ trzeba podpisać jeden dokument, jak wracam z uczelni, to jest telefon, wstaję podcastu, dobra, odpowiadam, w porządku, zapisuję sobie to w kalendarzu, potem wracam, mam następne maile, potem jak odpocząłem na tamte maile, to znowu jest moment, żeby się, wiesz, i tak wygląda mój dzień, cały czas, cały czas, cały czas, cały czas, cały czas,
2927:  SR - Trochę jak praca w korpo takim.
2928:  KMM - Tak, że jest multitasking na poziomie 1826.
2932:  KMM - Ja potem siadam i ja mam, okej, jest serial, ja nie chcę mieć jednej godziny serialu.
2938:  KMM - Ja w tym momencie wolę sobie wygospodarować po takiej na przykład kilkudniówkach, wolę sobie wygospodarować jeden dzień na pełen eskapizm.
2946:  KMM - I ja dlatego nie mógłbym pracować 8.16 czy 9.17, tak jak pracowałem kiedyś,
2953:  KMM - bo ja wtedy byłem nieszczęśliwy, ja wracałem wykończony z pracy takiej, jedyne, co ja byłem w stanie wtedy zrobić, to iść spać.
2960:  KMM - I ja po prostu jestem do tego niedostosowany, dlatego wiedziałem, że muszę albo mieć swoją pracę, swoją firmę własną, zresztą mam założoną, gdzie tam zajmuję się najróżniejszymi rzeczami, zaczynałem od DTP i grafiki, żeby było śmieszniej,
2972:  KMM - A potem przyszła właśnie praca na uczelni, która jest o tyle dobra i zła, że masz nienormowany czas pracy, co oznacza, że no tak, nie musisz być 8-16, ale, ale, to jest wreszcie to ale, nie, że jesteś sobie u, na przykład stwierdzisz sobie, o, dobra, piąteczek, nie ma zajęć, sobie pojadę do kumpla, telefon z uczelni, trzeba być, nie ma tak, nie ma tak, że nie, no ja nie, trzeba być.
2995:  KMM - Więc i to się może zdarzyć o dowolnej porze teoretycznie.
2999:  KMM - Mogło też być, na mojej uczelni tego nie ma, ale zdarzają się na wielu uczelniach na tym etacie telefony w soboty, w niedzielę, wieczorami, w ciągu tygodnia.
3009:  KMM - To jest niestety ta cena, którą się płaci za swobodę.
3012:  SR - Chciałem Cię spytać o rzeczy związane z tym eskapizmem, o którym wspominałeś, ale najpierw muszę wspomnieć o jednej rzeczy, która mnie po prostu uderzyła tutaj bardzo mocno.
3022:  SR - To jest to, że
3024:  SR - Ja Cię nie mogłem zrozumieć przez długi czas.
3026:  SR - Jak rozmawialiśmy w pracy o Tobie, to Oskar mi wspominał często, pozdrawiamy Oskara, że, i też Adam o tym mówił, że Ty jesteś jak maszyna.
3037:  SR - Po prostu masz te studia, masz właśnie pracę na uczelni, masz streamy po 8 godzin, jeszcze tutaj jakiś masz Discorda, masz właśnie filmy, które robisz, po prostu jesteś maszyną.
3047:  SR - Ale dopiero teraz mi się to ułożyło w całość.
3049:  SR - Bo po pierwsze, Ty nie montujesz filmów,
3051:  SR - Tylko faktycznie one już są praktycznie zmontowane, zresztą w ogóle ten cały proces nagrywania jest o wiele bardziej zautomatyzowany.
3059:  SR - Po drugie, właśnie twoje streamy, one nie są jak praca, one są jak właśnie ten eskapizm, o którym wspominasz.
3064:  SR - One są ucieczką od rzeczywistości i ty odpoczywasz na nich zamiast pracować.
3069:  SR - I to jest dla mnie takie odkrycie, bo tak myślałem.
3073:  SR - Nie no, kiedy ty odpoczywasz?
3075:  KMM - Jeszcze dorzuć do tego moje obowiązkowe 9 do 10 godzin snu od 12 lat, niezmiennie.
3082:  KMM - Wow.
3082:  KMM - I ja nie jestem w stanie, jeżeli ja spię 6-7 godzin, jestem chory, snuję się jak zombie, jak widmo, nie jestem zdolny do niczego.
3090:  KMM - Mój...
3091:  KMM - Mój sekret zawsze był taki, że ja robię szybko rzeczy, bardzo szybko.
3095:  KMM - Jeżeli ja mam coś zrobić takiego, jak dla człowieka przygotowanie wykładu, przygotowanie prezentacji, to jest przerażające, to jest parę godzin, maks, godzina, dwie, zwykle to się zamyka, właśnie dlatego, że mam zautomatyzowane różne rzeczy.
3107:  KMM - Ja mam poziom automatyzacji do tego stopnia, że jak siadam sobie do pracy, wciskam jeden przycisk na stream decku i włączam się od razu,
3114:  KMM - Konkretnie, jeżeli potrzebuję pod research artykułów, włącza mi się od razu 50 kart w przeglądarce, które ja potrzebuję.
3121:  KMM - Obok mi się odpala PDF, obok mi się odpala na trzecim ekranie Citavi, czyli program do zaczącania bibliografią, polecam studentom.
3129:  KMM - Potem odpala mi się Word.
3131:  KMM - W Wordzie mam zautomatyzowane wszystko tak, że jeżeli wjeżdżam, pierwszy akapit, wstaję, Enter, automatycznie mi się formatuje następny.
3137:  KMM - Wszystko mam zautomatyzowane.
3139:  KMM - I ja dzięki temu oszczędzam niesamowicie dużo czasu.
3142:  KMM - My nie doceniamy, jak dużo czasu się oszczędza.
3144:  KMM - Kiedyś nawet miałem wykupiony taki program, który parował skróty klawiszowe z fragmentami tekstu, które miałem do napisania.
3151:  KMM - Na przykład często przywołałem jakąś definicję i miałem ją sparowaną ze skrótem klawiszowym.
3155:  KMM - Oszczędza się w ten sposób niesamowicie dużo czasu.
3158:  KMM - To jest coś, to jak Filip, pozdrowienia dla Bartosza Filipa Malinowskiego z Bez Schematu, jak przyszedł do mnie kiedyś, to on był w szoku, jak właśnie mam wszystko pod streamy, pod konkretne sceny, pod konkretne filmy, wszędzie mam profile na Stream Decku.
3171:  KMM - Pod recenzję filmu jeden, pod dla każdego coś przykrego drugi, pod vlog trzeci, pod coś jeszcze, cokolwiek innego czwarty.
3180:  KMM - Teraz mam Q&A'e o fantasy ściśle i mamy mapę myśli Miro, na której sobie na bieżąco gromadzimy wszystkie rzeczy, które ludzie polecają albo ja polecam.
3189:  KMM - To już mam wtedy osobno na kolejnej scenie w OBS-ie.
3192:  KMM - Wszystko jest... Zautomatyzowane.
3194:  KMM - Tak, zautomatyzowane i jest jeszcze jedna rzecz ostatnia, którą mam w życiu.
3198:  KMM - Ja mam nieprawdopodobny porządek wszędzie.
3200:  KMM - I w świecie fizycznym i cyfrowym.
3202:  KMM - Bo szukanie rzeczy to jest przekleństwo dla człowieka takiego jak ja, który się potyka o własne sznurowadła.
3207:  KMM - Więc ja zaprojektowałem wszystko wokół siebie tak, żeby mieć za każdym razem rozpoznawalne rzeczy.
3214:  KMM - To samo powiedział swoją drogą kiedyś, wiem, że to może niefajnie cytować, bo to się strasznie kołczowe robi.
3220:  SR - Jordan Peterson?
3221:  SR - Nie, nie, nie, bez przesady.
3222:  SR - Steve Jobs.
3223:  KMM - Steve Jobs tłumaczył, dlaczego zawsze nosi się tak samo.
3226:  KMM - Ludzie też mnie pytają, dlaczego mam białą koszulę, ponieważ nie muszę na ten temat myśleć.
3230:  KMM - Znaczy ja oszczędzam czas, myśląc o czymś.
3232:  KMM - Mam parę t-shirtów na przykład swoich ulubionych, mam wszystkie w tych samych kolorach i one są w jednym miejscu.
3235:  SR - Ale to ci powiem ciekawostkę, bo to samo twierdził Mark Zuckerberg.
3239:  SR - Nie wiem, czy oglądasz ostatnio wywiady z Markiem Zuckerbergiem?
3242:  KMM - Widziałem ten, w którym to mówił.
3243:  SR - Ale te ostatnie, najnowsze, w najnowszych okazało się, że Mark Zuckerberg został królem dripu ostatnio, tak zwanym, zaczął nosić takie różne kolorowe ciuszki, ma łańcuchy na sobie.
3254:  SR - Ważnie?
3254:  SR - Tak, jest zmiana o 170 stopni, także wiesz... Może kiedyś, może kiedyś.
3258:  KMM - Czyli on ma już tyle pieniędzy, że nie musi nad niczym.
3260:  KMM - Tak, dokładnie, dokładnie.
3262:  KMM - Ale wiesz, kwestia jest taka, że takie drobne kroczki dużo dają i to jest to, czego uczy Cię światotwórstwo, tak naprawdę.
3269:  KMM - I czego uczy Cię level design w grach komputerowych.
3272:  KMM - Wszystko jest zoptymalizowane.
3274:  KMM - Ja mam jedną półeczkę, na której zawsze są klucze,
3277:  KMM - telefon, słuchawki, z którymi często wychodzę i portfel.
3282:  KMM - Zawsze, ponieważ to są cztery rzeczy, których najczęściej szukałem.
3284:  KMM - I one są na jednej półeczce.
3286:  SR - Jesteś jedną z ostatnich osób, które poznałem, które noszą portfel.
3290:  KMM - To jest już jakiś... Tak, bo tam są karty z głównie, ale... Ale okej, dobra, to ciekawe.
3294:  KMM - Taki mały portfel na karty jest.
3295:  SR - Ciekawe, ciekawe.
3296:  KMM - Ale wiesz, no to są rzeczy, których szukałem.
3298:  KMM - Druga rzecz, na przykład, jak urządzałem sobie przedpokój, to...
3302:  KMM - Gość, który mi go urządza, powiedział nam ze zdziwieniem, dlaczego ja chcę taką małą półeczkę i taką małą szafkę, która jest dosłownie na, nie wiem, dziesięć centymetrów, ma nawet osiem.
3312:  KMM - Ja powiedziałem, że to jest dlatego, że tam będą słoiczki z pastą na buty, tak?
3315:  KMM - I tam będą takie inne rzeczy, które się na pewno przydadzą, typu siatki, coś, z czym się wychodzi.
3320:  KMM - I nad tym powiedziałem, że ma być haczyk, tak nisko.
3323:  KMM - On powiedział, nie wiem, to dla dziecka.
3324:  KMM - Powiedziałem, nie, skąd?
3326:  KMM - To jest na moją torbę.
3327:  KMM - I tam rzeczywiście jest moja torba i to jest na wymiar, dlatego mam zapasowo kupioną dokładnie taką samą torbę, ponieważ wiem, że w którymś momencie przestanie być produkowana.
3336:  SR - Mój Boże, Ty jesteś idealnym przykładem Lean Managera, który stosuje zasadę 5S.
3343:  SR - Czyli nie wiem, czy wiesz o co chodzi, ale...
3345:  SR - Ale chodzi o to, że, czekaj, jak to się nazywało, Kanban Board chyba.
3349:  SR - Nie, nie, Kanban nie, to było co innego.
3351:  SR - Ale jest ta zasada w 5S bodajże, w Lean Managemencie, że masz właśnie narysowane dosłownie, jak jesteś w fabryce jakiejś, na przykład ja pracowałem w fabryce swojego czasu, to masz narysowany na przykład młotek i w miejsce to stawiasz młotek, w miejsce wiertarki też wiertarkę.
3366:  KMM - Słuchaj, to samo mówią ludzie, którzy są specjalistami od urządzenia wnętrz.
3369:  KMM - Jest taki kanał, który się nazywa Nick Lewis.
3371:  KMM - Nick Lewis kiedyś powiedział, dom jest dla ciebie, a nie ty dla domu.
3376:  KMM - Jeżeli na przykład za każdym razem, jak przychodzisz do domu, rzucasz płaszcz na ziemię, będziesz to robić, nie przeprowadzisz się do pięknego nowego domu, nigdy już tego nie zrobię, zmienię swoje nawyki, nie zmienisz swoich nawyków.
3389:  KMM - będziesz dalej rzucać płaszcz na ziemię, to daj sobie taki wieszak tam, taki, nie on będzie tuż przy wejściu, będziesz rzucać na ten wieszak.
3396:  KMM - I to będzie wtedy wyglądało ładnie.
3397:  KMM - A jak rzucasz na ziemię, to prędzej czy później to nowe miejsce, w którym się znajdziesz, będzie takie jak to stare, z którego chciałeś uciec, bo rzucasz na ziemię, ale masz świadomość, że to jest na ziemię i cię to wkur... Kiedyś czytałem świetny post na Twitterze, co się rzadko zdarza, że każdy Polak powinien mieć krzesło na brudne ciuchy.
3413:  KMM - Oczywiście, oczywiście, że tak.
3415:  KMM - Ale wiesz, ale ładne krzesło...
3417:  SR - Takie ładne krzesło.
3417:  KMM - Niech ono sobie stoi, niech to będzie w jednym miejscu, gdzie to jest wtedy rozpoznawalna przestrzeń, gdzie dzieje się to samo.
3423:  SR - Gdzie dajesz ciuchy, które nadają się jeszcze na następny dzień, ale nie dasz ich od razu do pralki.
3428:  SR - To jest klasyka.
3428:  KMM - Ja oczywiście odebrałem w swoim życiu stosowną liczbę różnych przytyków, że tak, że to jest jakaś nerwica i obsesja, że ja muszę mieć siedem kopii wszystkiego, a ja tymczasem mam to dlatego, że mnie denerwuje proces następujący.
3441:  KMM - Zużyje mi się powiedzmy mydło, którego często używam i jestem do niego przyzwyczajony.
3445:  KMM - No i co wtedy?
3447:  KMM - No to muszę znaleźć podobne.
3448:  KMM - Co to wymaga?
3450:  KMM - Czasu.
3450:  KMM - Czego nigdy nie mam?
3452:  KMM - Czasu.
3452:  KMM - W związku z powyższym ja po to sobie kupię zapas, że jeżeli widzę, że jest jakiś produkt wycofywany, ja z wyprzedzeniem wiem, ok, ja mam zapas na jeszcze jakieś 4 tygodnie, czyli muszę teraz zastanowić się nad zastępstwem, ale mam na to więcej czasu i nie muszę tego robić na deadline.
3468:  SR - Nie spodziewałem się, że Krzysztof Maj ma tyle przemyśleń na temat mydła.
3471:  SR - No tak, tak.
3475:  KMM - Dobre mydło to jest naprawdę ważna rzecz.
3478:  SR - Ostatnio właśnie słuchałem, nie pamiętam, z kim był to wywiad, chyba z Conanem O'Brienem, że przemyślał chyba przez pół roku nad tym, jaki jest idealny papier toaletowy, który... Przecież to był ten cudowny podcast, który miał razem z Jordanem Szlęskim.
3492:  SR - Z Jordanem Szlęskim, dokładnie, tak, bo to Jordan ma przecież tą całą nerwicę właśnie.
3496:  KMM - A w ogóle podcast, który jest w tym pokoju, Conan O'Brien is a friend, jest absolutnie przewybitny.
3501:  SR - Ja też uwielbiam, uwielbiam.
3502:  KMM - Zbingerowałem ostatnio właśnie wszystkie rozmowy z Jordanem Szlęskim, którego kocham.
3506:  SR - Ja tak samo, szczególnie jak jadam do Włoch.
3509:  KMM - Nie no, i Cieczka, i to Włoch jest wspaniała.
3511:  SR - Tak, tak, tak.
3511:  SR - Nie no, to jest arcydzieło.
3513:  KMM - Ale wiesz, ale właśnie patrzy się często na to przez taki pryzmat, wiesz, humoru, a to naprawdę może pomóc, jeżeli się na to spojrzy.
3520:  KMM - Oczywiście, na przykład to jest problematyczne, bo to wymaga większych nakładów finansowych, żeby kupić nawet najprostszą rzecz, więc zdajesz sobie z tego w pełni sprawę.
3526:  KMM - Ale jeśli ktoś ma te nakłady i może sobie na to pozwolić, to naprawdę to bardzo polecam, ponieważ no naprawdę oszczędność czasu jest gigantyczna.
3535:  SR - Jesteśmy tutaj w gry online, więc nie sposób nie porozmawiać o grach.
3538:  SR - No i ja wiem, że ty chyba cyberpunka aż tak nie lubisz na przykład, ale chodzi mi bardziej o ten świat cyberpunkowy, który występuje w różnych grach, w Deus Exie na przykład.
3548:  SR - No i teraz kwestia jest taka, czy cyberpunk opisuje nas jako ludzi w przyszłości, twoim zdaniem, czy być może cyberpunk idzie bardziej w takim kierunku,
3559:  SR - który mi się wydaje, że jest bardziej prawdziwy, że to jest świat futurystycznie wyglądający, ale tak naprawdę opisuje nasze życie codzienne w trochę krzywym zwierciadle, ale jednak jest to bardziej życie codzienne, korporacyjne właśnie często, albo też właśnie problemy typu to, czy liczy się bardziej styl niż nasza substancja, nazwijmy to, nasze jestestwo.
3583:  SR - Czy myślisz, że idziemy w tym kierunku, czy to jest faktycznie wizja przyszłości, w której będziemy być może?
3587:  KMM - Po pierwsze, Cyberpunk od CD Projektu Red się wybronił, jak wyszedł dodatek Phantom Liberty, więc tutaj mała korekta, że tak bardzo nie lubiłem Cyberpunka na początku, ale właśnie nie lubiłem go z tego względu, że tam był style over substance w innym wymiarze, to znaczy tam było gameplay over Cyberpunk, to znaczy zrobił się z tego looter shooter,
3605:  KMM - Z fajną fabułą, jasna sprawa, ale z tym samym grzechem, który CD Projekt Red ma zawsze, to znaczy robi główną fabułę na timegacie czasowym, który nie ma żadnego sensu, bo w ten sposób się najłatwiej stopniuje napięcie narracyjne, ale CD Projekt Red stać na lepsze i bardziej ambitne rozwiązania narracyjne niż czasóweczka.
3621:  SR - Znaczy, cyberpunk byłby moim zdaniem świetnym filmem, na przykład.
3624:  KMM - Oczywiście, tak, tak.
3625:  KMM - Ale wiesz, na przykład, gdybyś z tego zrobił coś, to, nie wiem, Quantic Dream robi, też byłoby to bardzo dobre.
3630:  KMM - Natomiast problem zaczyna się tam wtedy, kiedy to jest looter shooter i co więcej, ten looter shooter właśnie nie pozwala Ci mieć tego stylu na ulicy, co było absurdalne dla mnie kompletnie, bo tam nie mogłeś transmogryfikować na początku, bez sensu.
3642:  KMM - Natomiast gry cyberpunkowe są o tyle ciekawe, że te mniej znane, Ghostrunner akurat jest znany, ale Deus Ex Human Revolution czy Mankind Divided już nie jest tak ogrywane.
3652:  KMM - A co dopiero Deus Ex 1 w dzisiejszych czasach?
3657:  KMM - co dopiero jeszcze starsze tytuły.
3660:  KMM - Myślę, że nawet XCOM możemy podpiąć bez problemu pod cyberpunka jako takiego.
3665:  KMM - Jeszcze jest jedna gra, która mi się kojarzy, ona jest bardzo nieznana, ale nie pamiętam tytułu w tym momencie, więc nie będę próbował sobie przypomnieć.
3674:  KMM - Wiem, że była detektywistyczna.
3675:  KMM - W każdym razie
3677:  KMM - we wszystkich tych przypadkach, myślę, masz do czynienia z jakimś rodzajem takiej kapitalistycznej dystopii, w której tworzymy zły świat, znaczy zły, właśnie to jest ta kwestia, że dystopia jest bardzo relatywna, że tworzysz świat, który jest skarykaturowaną utopią, ale żeby wiedzieć, że to jest skarykaturowana utopia, musisz wiedzieć, na czym polega ta karykatura i co jest krytykowane.
3697:  KMM - Bo dla niektórych osób, wiesz, jakbyś powiedział, że jest świat, gdzie możesz sobie kupić wszystko, możesz sobie kupić życie, możesz sobie kupić nowe organy, możesz sobie kupić lepsze oczy, lepsze ręce, jak musisz mieć pieniądze, no to ludzie...
3707:  KMM - To jest zajebiste przecież.
3708:  KMM - Wystarczy tylko grindować i zarabiać.
3710:  KMM - Są tacy ludzie.
3712:  KMM - I dla nich to będzie utopijne.
3713:  KMM - Natomiast dla ludzi, którzy krytycznie do tego podchodzą i mówią, no dobra, dobra, ale kto na końcu zyskuje?
3720:  KMM - Ty zyskujesz?
3721:  KMM - To trochę
3722:  KMM - Tak, jesteś tam tą mróweczką, która zebrała te swoje śmieszne pieniądze, masz to swoje śmieszne życie na dobrym poziomie.
3729:  KMM - Gdzie ci do Arasaki?
3731:  KMM - Człowieku, w ogóle, a gdzie ci do old money, która stoi za Arasako?
3735:  KMM - Panie, gdzie ty w ogóle jesteś?
3737:  KMM - Co ty wspierasz?
3738:  KMM - Jesteś tym typem, który broni multimiliardera, a zarabiasz 3,5 na rękę.
3743:  KMM - Typie.
3745:  KMM - To jest to, co mówi cyberpunk i na tym polega, no niestety, myślę, ta analogia, którą mamy między tymi czasami, które są tam i naszymi czasami, które pięknie serial Mr. Robot podsumowuje w jednym z pierwszych zdań, które wypowiada rewelacyjny bohater.
3759:  KMM - Mr. Robot robi najlepszą robotę dla przedstawienia neuroróżnorodności ze wszystkich seriali ever.
3765:  KMM - Mianowicie, tam jest takie zdanie, top 1% of the 1%.
3770:  KMM - To są ludzie, którzy są władzy, oni mają pieniądze, oni pociągają za sznurki, oni tworzą system, oni ogrywają ten system, oni się będą bogacić.
3777:  KMM - To jest tak jak z Kikiem, że dam przykład streamingowy.
3781:  KMM - Oczywiście, że są streamerzy, którzy są okupowani przez Kika, natomiast jest paru ludzi, którzy zarabiają
3786:  KMM - są miliarderami, ponieważ zarabili gigantyczne pieniądze na kasę na HNFT i oni za tym projektem stoją, to oni tam zarabiają najwięcej, oni mogą sobie pozwolić na to, żeby być niezależni od Amazona, nawet od Amazona, a Amazon z kolei z Kikiem nic nie zrobi, z tego względu, że oni korzystają z Amazon Web Service, więc w związku z powyższym Amazon też zyskuje, więc cała taka dyskusja, która może być na tym, że jakiś streamer został kupiony przez Kika,
3808:  KMM - w ogóle dyskutujesz.
3809:  KMM - Dyskutujesz o jakiejś mróweczce, która jest w wielkim mrowisku, a nad tym mrowiskiem jest jeszcze ktoś, kto to w ogóle mrowisko do terrarium wpakował.
3817:  KMM - I to jest, myślę, największa mądrość świata cyberpunkowego, że ona pokazuje, że nie jesteś w stanie zniszczyć systemu.
3823:  KMM - Właśnie to jest mądrość.
3825:  KMM - Nie jesteś w stanie sam zniszczyć systemu.
3827:  KMM - To jest narracja antyromantyczna.
3829:  KMM - Ja się nie dziwię, że w Polsce cyberpunka nie było przed współczesnymi pisarzami science fiction.
3835:  KMM - Przed Dukajem, Przybyłkiem, Kosikiem,
3838:  KMM - Podlewskim, nie było cyberpunka takiego, jakiego my kojarzymy, bo nie mogło być.
3843:  KMM - Na przykład Lem nie robił cyberpunka, mógłby teoretycznie, bo ta tradycja romantyczna jest u nas zbyt silna.
3851:  KMM - Bohaterowie Lema, nawet jeżeli są tymi bohaterami, którzy są tragiczni, nie są bohaterami, którzy są przegrani, a bohater cyberpunka jest przygrywem w którymś momencie, to jest dyfetystyczna narracja.
3861:  SR - Znaczy, nawet się twierdzi, że w cyberpunku zawsze jesteś przegranym.
3864:  SR - Tak.
3864:  SR - Cokolwiek nie zrobisz, zawsze jesteś przegranym.
3866:  KMM - Cokolwiek nie zrobisz, cokolwiek nie zrobisz.
3867:  KMM - Dlatego to pasuje do dystopii.
3868:  KMM - Przecież spojlet z Nowego Wspaniałego Świata, najsłynniejsza dystopia kończy się tym, że John DeSavage kończy ze sobą, ponieważ zdaje sobie sprawę z przerażającej rzeczy.
3877:  KMM - Że on wie, że ten system jest zły.
3879:  KMM - On to wie, bo on czytał rzeczy, które w tym systemie są zakazane.
3882:  KMM - Ma wiedzę z zewnątrz tego systemu.
3884:  KMM - Ale ludzie, którym chciał wyrzucić Sommę, rzucili się na niego i chcieli go rozedrzeć.
3889:  KMM - ponieważ on odebrał im szczęście i on zrozumiał w którymś momencie, że ja nie mogę powiedzieć tym ludziom, że są nieszczęśliwi, bo oni są szczęśliwi.
3898:  SR - A właśnie teraz pytanie, czy liczy się bardziej ich szczęście, czy prawda?
3901:  SR - I to jest pytanie, które wiele osób sobie pewnie zadaje często.
3904:  SR - Tak.
3904:  KMM - W filozofii jest takie rozwiązanie demokryta Abdery, że jest różnica między eufemią a eusta, czyli z poczuciem szczęścia a odczuciem szczęśliwości.
3913:  KMM - I założenie jest takie, że jesteś w stanie to narkotyczne odczucie szczęśliwości, tak przy ocenkach w szkole, podtrzymywać bardzo długo.
