Czy da się naprawić polski system edukacji? - Krzysztof M. Maj - Rozkwit Skrzydeł
🔗 https://www.youtube.com/watch?v=dcWd-Napm5U
KMM (Krzysztof M. Maj)
PO (Piotr Ogłaza)

0:  PO - Witam wszystkich w pierwszym podcaście projektu Rozfit Skrzydeł.
2883:  KMM - O, nie zauważyłem, więc dobrze, że nie mam prawa jazdy, ale ja regularnie oblewałem testy właśnie, które ludzie mówili zawsze, że są najłatwiejsze.
2891:  KMM - Straszne.
2893:  PO - Każdy kocha testy, no wiadomo.
2895:  PO - Też wiem, że ostatnio robiłeś, stawiałeś odcinek o testach na czas, że to jest abstrakcyjne, z tego co wiem, to chyba coś nowego właśnie.
2908:  KMM - Wiesz co, moja teza jest dość prosta.
2910:  KMM - To znaczy, jeżeli robisz test na czas, to w dużej mierze jesteś w stanie sprawdzić faktycznie, czy ludzie są w stanie na czas szybko udzielić ci odpowiedzi pod presją czasu, pod presją okoliczności.
2925:  KMM - W nauce się coś nazywa błędem pomiaru.
2928:  KMM - który chyba najlepiej wytłumaczyć tym, że jeżeli masz taki akcelerator cząstek jak w CERN-ie, znaczy on nie jest tylko w CERN-ie, wiadomo, on jest pod bardzo dużą powierzchnią ziemi, natomiast masz go zakopanego i odizolowanego po to, żeby można było faktycznie badać bieg cząstek elementarnych i to w jaki sposób się one zachowują, a nie żeby ci jakieś fale radiowe czy cokolwiek innego, nie znam się na tym, ale żeby czynniki zakłócające tam się nie wwikłały w to.
2955:  KMM - To jest dokładnie to samo.
2956:  KMM - Jak masz próbkę, to starasz się, żeby ta próbka była czysta, a nie żeby na nią nasmarkać.
2961:  KMM - Robienie testu na czas to jest ekwiwalent nasmarkania na próbkę w laboratorium i następnie spojrzenia pod mikroskopem i znalezienia własnych bakterii w niej.
2970:  KMM - To jest nielogiczne kompletnie.
2972:  KMM - Więc dzisiaj mamy rozwiązania technologiczne, które pozwalają Ci zrobić test, który będzie sobie trwał tyle ile chcesz.
2979:  KMM - Masz możliwość mierzenia tego, masz możliwość robienia prób kontrolnych bez żadnego problemu.
2984:  KMM - Prosta sprawa, robisz test elektroniczny, do którego masz jedno podejście.
2988:  KMM - Rozwiązany problem.
2989:  KMM - Ludzie będą rozwiązywać go tak długo, aż będą w stanie, natomiast nie możesz zamknąć tego podejścia, bo już się wtedy nie wrócisz i nie sprawdzisz niczego.
2997:  KMM - I wtedy biedna osoba zrobi to w 5 godzin, druga robi w 45 minut, nieważne.
3002:  KMM - A jeżeli odpowiednio układasz pytania, to możesz mieć dwa warianty wtedy.
3007:  KMM - Albo ludzie do tego podejdą uczciwie, ale są też ludzie, którzy nie będą chcieli do tego podejść uczciwie.
3011:  KMM - Super, wiesz co wtedy zrobią?
3013:  KMM - Zaczną ze sobą współpracować.
3015:  KMM - I dobrze, bo się wtedy czegoś nauczą.
3017:  KMM - A to, że już jedna osoba na przykład da komuś swoje rozwiązania, to jest jej sprawa.
3024:  KMM - I widzisz, musimy być gotowi, krótko mówiąc, i nauczyciele na to totalnie nie są gotowi, na zrozumienie, że tak, w takich przypadkach, jeżeli tak robisz egzamin, to masz 30% przypadków, że twoja metoda dydaktyczna będzie failować, bo ludzie nie będą uczciwi.
3039:  KMM - I nie, oni nie chcą tego zaakceptować, w związku z powyższym będą wprowadzać, wiesz, kolejne mechanizmy kontroli, czyli nie dość, że masz czas, to jeszcze masz człowieka, który się przechadza po sali, jeszcze będziesz mieć kamerę za moment.
3051:  KMM - I tego jest i więcej, i więcej, i więcej.
3053:  KMM - Potem anonimizacja, potem zapieczętowywanie kopert.
3056:  KMM - To są kosztowne i nierentowne rozwiązania problemu, który jest na początku sztuczny.
3061:  KMM - Bo jak wrócilibyśmy do początku naszej rozmowy, dajesz pytanie otwarte, wtedy każdy rozwiązuje to po swojemu.
3068:  KMM - Ale jeżeli chcesz sobie ułatwić życie i robisz test, no to trzeba mieć świadomość tego, że w życiu...
3073:  KMM - Nic, co jest piękne i co jest wartościowe, nie jest łatwe.
3077:  KMM - Więc jeżeli masz łatwe metody dydaktyczne, to nie będziesz osiągać najlepszych rezultatów.
3081:  KMM - No nie ma szans najmniejszych.
3082:  KMM - Jeżeli natomiast zdecydujesz się na zrobienie tego w sposób trudny,
3085:  KMM - to może być tak, że to cię wynagrodzi.
3087:  KMM - Ja na przykład jak wysyłam oceny opisowe ludziom, mimo że wpisuję oceny w systemie tak jak każdy, bo muszę, cyfrowe, no to ja sobie ten system hakuję w ten sposób, że piszę ludziom DM-a z moją opinią niezależnie.
3102:  KMM - I pomyślałem sobie, no i co, że to zrobię?
3105:  KMM - Co mnie może spotkać złego?
3107:  KMM - No w ostateczności dostaniesz na przykład odpowiedź od człowieka, który albo ci powie, że się mylisz i zacznie polemizować, wtedy masz sygnał, okej,
3115:  KMM - Ten człowiek myśli, oceniłem go źle, trzeba popytać dalej.
3119:  KMM - Albo dostaniesz odpowiedź, że zajęcia były takie, a nie inne, czyli dostaniesz jeszcze informacje dotyczące tego, czy człowiek jest zadowolony, czy nie jest zadowolony.
3127:  KMM - Either way you win.
3128:  KMM - Nie ma wad tego rozwiązania.
3130:  KMM - Natomiast co do wady rozwiązania wyciągania średniej, to nie muszę przekonywać, bo po pierwsze nie ma czegoś takiego w ustawie, a po drugie, jeżeli sobie weźmiemy pod uwagę okoliczności, że podchodzisz do egzaminu, boli cię głowa i dostajesz 3, podchodzisz do egzaminu na następny dzień, nie boli cię głowa, dostajesz 5, ale średnia jest 4,
3149:  KMM - No chyba nie muszę mówić, gdzie popełniliśmy błąd, tak?
3152:  KMM - No czy ten błąd był w tym, że był ten właśnie zmącony wynik okolicznością zewnętrzną, której egzaminator ani nie mógł przewidzieć, ani nie miał na nią wpływu.
3160:  PO - Jakby teoretycznie test to definicja testu to jest po prostu ocenienie pisemne, ocenienie twojej aktualnej wiedzy, a na przykład twoja aktualna wiedza wtedy jest na pięć, a nie twoja aktualna wiedza to nie jest średnia z piątki i trzech, tylko to jest
3179:  KMM - No tak.
3181:  KMM - Już pomijam fakt, że żebyś wiedział, co to znaczy, że coś umiesz na pięć, to prawda jest taka, że nauczyciel musi po swojej stronie zrobić sobie tabelę, gdzie ma obok każdej oceny, co faktycznie na nią jest.
3194:  KMM - Ale ty tej tabeli nie masz, nie widzisz jej.
3196:  KMM - W związku z powyższym my tylko dostajemy informację, że ja coś umiem na piątkę albo ja coś umiem na cztery plus.
3202:  KMM - Ja nigdy nie wiedziałem, jaka jest różnica między umieniem coś na cztery plus, a pięć minus.
3206:  KMM - Nigdy nie poznałem tej różnicy, ale my dostajemy to i nie dostajemy wiele więcej, więc musisz marnować czas i robić lekcje w rodzaju poprawa sprawdzianów albo poprawa zadań domowych.
3218:  KMM - dokładnie, żeby wiadomo było, o co chodziło, czyli nie dajesz tej oceny opisowej, nie dajesz tego feedbacku, a następnie tworzysz sobie kolejny sztuczny problem w postaci takiej, że nie możesz realizować ukochanej podstawy programowej, bo musisz zrobić lekcję z poprawy sprawdzianów, a potem jeżeli się okaże, że wszyscy na przykład dostaną jeden, ponieważ zawiodłeś albo zawiodłeś jako nauczyciel, to robisz następny test i następną poprawę i to wiesz, i tak można w tej matni cały czas być, a i jeszcze do tego wszystkiego, wiesz, nauczycielom schodzi cholernie dużo czasu na poprawianie tego.
3248:  PO - A w ogóle ile im schodzi na sprawdzanie tego?
3251:  PO - Mnie to zawsze ciekawi, jak to jest możliwe, że ci nauczyciele chcą być tymi nauczycielami i że za takie pieniądze poświęcają tyle czasu na sprawdzanie tego?
3261:  KMM - Ja ci powiem z mną, z mojej perspektywy.
3265:  KMM - Kiedyś miałem do sprawdzenia taki egzamin.
3267:  KMM - On był dla, czekaj, ile to było?
3269:  KMM - To było 80 osób.
3273:  KMM - Mnie to zajęło jakieś kilka dni, co najmniej.
3276:  KMM - I to, wiesz, takiej roboty, że było sześć godzin, nie wiem, dziennie hakowania nad tym.
3281:  KMM - To było straszne absolutnie.
3283:  KMM - I najgorsze było w tym wszystkim to, że ja musiałem cały czas jeszcze na koniec, bo to był ten etap, kiedy mnie właśnie zmuszano do tego na uczelni, na UJ-cie, rachować te procenty, tak?
3293:  KMM - Żeby była sprawiedliwa ocena.
3294:  KMM - To jest jakiś
3295:  KMM - Koszmar absolutny.
3295:  KMM - I w człowieku wyrabia się wtedy takie przekonanie, że ty kogoś ocenisz niesprawiedliwie dlatego, że wpisałeś złą cyfrę albo gdzieś się pomyliłeś w obliczeniach.
3305:  KMM - To w ogóle nie o to chodzi.
3306:  KMM - Ocena sprawiedliwa polega na tym, że masz dać człowiekowi feedback.
3310:  KMM - Okej, z tego co ja umiem, ty poznałeś X, nie wiesz jeszcze jak zrobić Y. Tu tak robisz Y. To jest sprawiedliwa dla mnie ocena, bo ona jest rzetelna.
3321:  KMM - Ocena sprawiedliwa moim zdaniem nie polega na tym, że wszyscy, którzy zasługują na laury, dostają laury, a wszyscy, którzy nie zasługują na laury, dostają kijem po dupie.
3330:  KMM - Bo wtedy tarako pisaliśmy różnego rodzaju systemy, które się musiało bronić.
3337:  KMM - Ludzie, którzy mają bardzo dużo pieniędzy lubią myśleć, że mają dużo pieniędzy dlatego, że na to zasłużyli.
3342:  KMM - I bardzo często robią taką narrację, która ma bronić tego ich stanowiska.
3345:  KMM - I trochę tak samo jest za cenami.
3347:  KMM - że ludzie, którzy mieli w życiu bardzo dużo dobrych ocen, uważają, że one były należne, że na to zasługiwali, a nie myślą o tym w ogóle w kontekście feedbacku i informacji zwrotnej, którą otrzymali, ponieważ informacja zwrotna jest totalnie bezosobowa i bezwartościowa, to znaczy ona ci nie mówi, że coś jest dobrze czy źle.
3365:  KMM - Bo to jest wartościowanie.
3366:  KMM - Ona ci ma powiedzieć, co jest zrobione, a co jest niezrobione, a co jest do zrobienia.
3370:  KMM - To jest tyle, co mówisz, nic więcej.
3372:  KMM - I też pozbywasz się wtedy automatycznie problemu z faworyzowaniem, z właśnie niesprawiedliwym ocenianiem, że kogoś lubisz, więc będziesz mu podciągać ocenę, a komuś źle to z oczu patrzy, więc dostanie minus pięć, znaczy plus cztery, a nie minus pięć.
3387:  KMM - Tego typu rzeczy.
3388:  KMM - One są totalnie niemierzalne i one nam umykają cały czas, bo system ich nie wyłapuje, bo on jest bezosobowy.
3397:  PO - Myślę, że może wrócimy jeszcze trochę do książek fantasy i chciałbym się zapytać, jakie masz poglądy wobec Gry o Tron?
3408:  KMM - Chodzi ci o serialową czy książkową serię?
3412:  KMM - Chciałbym, żeby była dokończona.
3414:  PO - Właśnie, chciałbym się zapytać, czy według ciebie George R. R. Martin dokończy Gry o Tron?
3421:  KMM - Jak dożyje, to dokończy na pewno Winds of Winter, ale nie sądzę, żeby dokończył Dream of Spring.
3425:  KMM - Nie ma szans na to.
3426:  KMM - Przy jego tempie pisania musielibyśmy znaleźć lek na nieśmiertelność w międzyczasie.
3431:  KMM - Ja sądzę, że Brandon Sanderson dokończy, tak jak moją serię Koła Czasu dokończył Brandon Sanderson.
3438:  KMM - to myślę, że też się za to zabierze, bo nie widzę innego pisarza, który mógłby temu podołać.
3442:  KMM - Zresztą mieliśmy takie przypadki też teraz niedawno.
3444:  KMM - Feliks Kress niestety zmarł i odszedł, w związku z powyższym pozostał problem z księgą całości.
3450:  KMM - Żeby była faktycznie księga całości zasługiwała na to miana, to musi ktoś ją dokończyć i będzie ją kończył Arkady Saulski.
3457:  KMM - Szczęśliwie, bo jest dużym fanem tej serii.
3459:  KMM - Natomiast co do Martina, ja zdecydowanie wyżej cenię Pieśń Nodu i Ognia niż serial.
3464:  KMM - Zwłaszcza serial od sezonu szóstego w górę, bo tam się po prostu podziały rzeczy, pod którymi Martin by się nie podpisał.
3472:  KMM - Martin zawsze lubił taką fanbazę, która jest na wskroś realistyczna w znaczeniu takim, jaki przypisujemy także RealPolitik.
3482:  KMM - Więc ona ma być na wskroś realistyczna i bezwzględna jak różnego rodzaju kalkulacje polityczne.
3487:  KMM - O!
3488:  KMM - I ja tego kompletnie nie widzę w ósmym sezonie, gdzie Denedys Targaryen traci mózg i przestaje myśleć.
3493:  KMM - Zresztą to samo Petyr Baelish, to samo Tyrion Lannister, to samo, mój Boże, zapomniałem jak się nazywa, ten Famulus i Ewnuch, który pomagał rodowi Targaryenów i później
3508:  KMM - dla Nisterów.
3509:  KMM - W każdym razie większość z nich w którymś momencie zaczyna zachowywać się bardzo dziwnie.
3513:  KMM - Więc ja bardzo czekam, aż George R. R. Martin wreszcie dokończy przynajmniej Wings of Winter, bo tęsknię za tym stylem pisania.
3519:  KMM - Myślisz, że dokończy?
3524:  KMM - Mam nadzieję.
3524:  PO - Czy on w ogóle, myślisz, że on w ogóle to pisze?
3527:  PO - Bo właśnie tak się zastanawiam.
3528:  KMM - No już myślę, że tak.
3529:  KMM - I tak zupełnie serio myślę, że tak.
3531:  KMM - To znaczy ja chyba go dobrze rozumiem.
3534:  KMM - Ja nie znoszę pisać.
3536:  KMM - I pamiętam ten rodzaj presji, który się ma, że musisz coś dokończyć.
3540:  KMM - Masz świadomość, że dużo ludzi na ciebie czeka.
3542:  KMM - Im bardziej zastanawiasz się nad tym, ile osób na ciebie czeka, jakie są oczekiwania, tym bardziej od tego uciekasz w inne rewiry i w inne obszary działalności artystycznej.
3551:  KMM - Mam wrażenie, że to jest to, co Martina spotkała.
3553:  KMM - To, że on ma majątek duży i żyje sobie dobrze, to nie oznacza, że nie ma tych samych problemów związanych z wypaleniem, co inni ludzie.
3560:  KMM - Nie sądzę, żeby on to robił złośliwie, bo to jest bez sensu.
3564:  KMM - Autentycznie myślę, że ma problem z tym, żeby te wszystkie wątki zebrać, bo też sobie zdaję sprawę z tego, że fani nie byli zadowoleni z tego, co dowieźli głupi i głupszy, to znaczy David Benioff i D.B.
3575:  KMM - Wise w tym nieszczęsnym ósmym sezonie.
3579:  PO - Właśnie...
3580:  PO - to ja myślę, że idealnie możemy przejść do ekranizacji Netflixowskiej Problemu Trzech Ciał, no bo tak, teoretycznie wiem, że Ty obejrzałeś cały serial i ja przeczytałem książkę, więc ja teoretycznie jestem po pierwowzorze po prostu książkowym, czyli i jakby chyba dokończyłem, tak, obejrzałem pięć odcinków, bo z tego co wiem już następne trochę
3611:  KMM - Tak, trzecią zwłaszcza.
3613:  PO - I dlatego właśnie głos rozsądku powiedział mi,
3618:  PO - Żebym nie dokończył.
3619:  PO - I na przykład wiem, że ty jakby, jakbyś mógł po prostu powiedzieć swoje odczucia wobec serialu, bo wiem, że coś tam wstawiasz jakąś tam recenzję na kanale.
3630:  KMM - Tak, znaczy ja byłem dość krytyczny z tego względu, że serial wprowadza bardzo dużo wątków powiązanych z poszczególnymi postaciami, które nie są interesujące.
3639:  KMM - Wiesz, atrakcyjność Gry o Tron polegała na tym serialowej tym razem, ale książkowej też, że masz postaci, które są
3645:  KMM - bardzo interesujące przez wzgląd na to, gdzie one idą, gdzie się poruszają, gdzie przemieszczają, jaką mają perspektywę.
3650:  KMM - Ale jeżeli wprowadzasz może postaci po to, żeby sobie robić przyjaciół na kanapie i oni będą fajnie się ze sobą zgrywać, no to przynajmniej muszą to być interesujący ludzie.
3659:  KMM - No ja mam wrażenie, wiesz, miał sobie przypomnieć teraz postaci, które ja tam poznałem, to sobie nie przypomnę, bo dla mnie to był bohater zbiorowy.
3665:  KMM - I to jest trochę problem tego serialu, że nie potrafił zdecydować się na to, żeby postawić na jedną postać i cały czas z jej perspektywy to przedstawiać i powiedzmy wprowadzić drugi wątek, jak jeden, żeby był tylko drugi wątek, gdzie będzie pokazywać tę sprawę tajemnicy związanej właśnie z Tristolarianami, ale teraz z perspektywy na przykład jakiegoś naukowca albo właśnie dziennikarza, bo ta postać dziennikarza jest też wdzięczna na głównego bohatera, więc możemy go zostawić na dziennikarza i wtedy na drugim planie narracyjnym masz
3694:  KMM - naukowca i dostajesz dwie wartościowe perspektywy, między którymi się przełączasz.
3699:  PO - Ja też nie rozumiem, czemu, jeżeli w pierwowzorze, tak naprawdę w źródle, czyli w książce, jest jeden główny bohater.
3708:  PO - Po co oni robią bohatera zbiorowego, który tak naprawdę nie jest wykreowany?
3713:  KMM - No i moja teza jest taka, że David Benioff i D.B.
3717:  KMM - Wise niestety po prostu są w schemacie.
3721:  KMM - I oni widzą, ok, schemat pod tytułem Gra o Tron wyszło.
3724:  KMM - Co było w Grze o Tron?
3726:  KMM - Dużo postaci, dobrze.
3727:  KMM - To zatrudnijmy tych samych aktorów z Gry o Tron, tych, którzy będą chcieli.
3731:  KMM - i też sprowadzimy dużo postaci, będzie sukces.
3734:  KMM - Ludzie myślą niesamowicie schematycznie i mam wrażenie, że to jest główny problem w ogóle naszych czasów, że popadamy w te schematy, bo to się sprzedało.
3741:  KMM - System edukacji.
3743:  KMM - Tak, więc coś takiego się sprzeda też gdzie indziej.
3746:  KMM - My się gdzieś tego uczymy i ja wiem, że wszystkie drogi prowadzą do edukacji u mnie, ale taka prawda, że ja nie znoszę schematów, uwielbiam jak ktoś go przełamuje.
3754:  KMM - Teraz właśnie oglądam Fallouta, który wyszedł dzisiaj.
3757:  PO - Właśnie miałem się pytać, ale to już później.
3759:  KMM - Jest rewelacja i niesamowicie zaskoczona.
3764:  KMM - Opisze pierwszą scenę, która nie jest sceną.
3766:  KMM - To znaczy serial zaczyna się od dużego napisu, koniec.
3770:  KMM - The end.
3771:  KMM - I to jest najzajebistsza rzecz, jaką można zdobyć post-apo.
3774:  KMM - Zacząć serial od dużej planszy z napisem koniec.
3777:  KMM - To jest dosłownie pierwsza sekunda serialu, a potem jest tylko lepiej.
3782:  KMM - I wprowadzają tam mało postaci, są trzy główne perspektywy, które właśnie dają ci wgląd w różne frakcje, nie spoilując, a zatem dostajesz szansę na to, żeby faktycznie zobaczyć ten świat z różnych interesujących miejsc.
3795:  KMM - To jest dobry trening światotwórczy.
3798:  KMM - Chcesz pokazać ludziom Polskę, załóżmy.
3801:  KMM - No wiem, nudne, ale tak, dobrze, jak możemy zrobić to, żeby to było mało nudne?
3805:  KMM - Wybierasz sobie jakieś trzy grupy społeczne albo trzy specyficzne osoby, z perspektywy których pokazujesz różne egzotyczne nawet dla Polaka rzeczy.
3815:  KMM - I nagle się okazuje, że możesz sobie wymyślić tego rodzaju obszary, to ci się łączy w jakieś frakcje, w jakieś miejsca i możesz stworzyć z tego fajną fabułę, możesz też przedstawić historię przeciętnego Przemka, który będzie sobie wiódł swoje przeciętne życie i będziesz mieć całe polskie kino.
3831:  PO - Jak to pisał tak o Hemingway.
3834:  PO - Czyli teoretycznie po prostu dla mnie na przykład też nie za fajnie wyszło w tym, że teoretycznie po jakiego grzyba, jaki jest ksiądz
3846:  PO - które wszyscy są Chińczykami, wsadzają nagle akcje do Londynu i dosłownie ludzie, nie wiem, nagle widzisz różne, żeby było oczywiście poprawnie powiedzieć, różne mieszanki kulturowe w książce, w której tak naprawdę większość to są Chińczycy i skupia się na kulturze chińskiej.
3867:  KMM - To by było dla mnie bardzo zaskakujące.
3869:  KMM - Jedyne, co przychodzi mi do głowy, to naciski producentów.
3873:  KMM - Tak, Netflix.
3876:  KMM - Jasne jest też to, że producenci amerykańscy bardzo są podatni na naciski ze strony...
3883:  KMM - Więc to nie jest dziwne, że przez lata od 9-11 w górę mieliśmy złoli obsadzanych w firmach akcji, którzy mieli turbany na głowach.
3894:  KMM - A teraz mamy przypadkiem złoli, którzy mówią z takim twardym rosyjskim akcentem.
3898:  KMM - a za moment będziemy mieli złoli, którzy będą mówili z chińskim akcentem.
3902:  KMM - Więc mam wrażenie, że to jest raczej ten problem, że nie chciano z perspektywy tego obecnego, no powiedzmy, nie jest to zimna wojna, ale jest to niewątpliwie rywalizacja dwóch mocarstw i Ameryki i Chin, przedstawiać Chiny jako tych właśnie, którzy dokonują różnego rodzaju odkryć, albo z których perspektywy coś jest przedstawiane.
3920:  KMM - To jest moja kwestia polityczna.
3922:  PO - Ale to jest właśnie abstrakcyjne, bo Chiny w tym tak naprawdę dziele, przedstawione są te
3930:  KMM - Otóż to.
3931:  KMM - Ale właśnie na tym polega problem schematów, że jeżeli myślisz schematycznie, to robisz głupoty.
3938:  PO - Dobrze.
3938:  PO - I jeszcze myślę, że na zakończenie fajnie też przytoczyć słowa, które dużo tak naprawdę z socjologów mówi.
3946:  PO - Na przykład wiem, że ten gościu Gustaw, który napisał Psychologię Tummu.
3953:  KMM - Gustaw Lebon, tak.
3954:  PO - On
3960:  PO - Znaczy Boże, to ja mówię, edukacja jest wyznacznikiem rozwoju i po prostu mentalności danej kultury.
3968:  PO - Czyli jak my w Polsce nie poprawimy naszej edukacji, to tak naprawdę, no pod tym takim, można powiedzieć, pod tym socjologicznym względem, w tym socjologicznym względzie będziemy strasznie z tyłu.
3982:  KMM - Nawet tylko powiem ci gorzej, to znaczy jeżeli my się sami nie weźmiemy za swoją edukację egoistycznie, nie czekając aż ktoś to naprawi, bo nikt tego nie naprawi, przez 30 lat nikt tego nie naprawił, zdziwię się jeżeli to naprawi, to rzeczywiście będziemy mieli wtedy kłopot, więc...
3997:  KMM - Przez wzięcie spraw w swoje ręce mam na myśli walkę o swoje prawa i znajomość.
4001:  KMM - To jest najważniejsza rzecz.
4003:  KMM - Trzeba znać swoje prawa, niezależnie od tego, czy się jest w szkole, czy się jest później w pracy.
4007:  KMM - Bo jeżeli się daliśmy wodzić za nos w szkole i mamy 18 lat i ktoś nam mówi, czy możemy wyjść z budynku, czy nie, albo nie pozwala nam się usprawiedliwić z religii, czy cokolwiek innego.
4016:  KMM - Albo wypić wodę.
4018:  KMM - Albo wypić wodę, ale to już wcześniej, wiesz, to nikt nie ma prawa ci zakazać w ogóle, niezależnie od tego, czy jesteś pełnoletni, czy nie.
4024:  KMM - Pić wodę, wyjść do toalety, zjeść coś, absolutnie nie ma takiej możliwości.
4028:  KMM - To już jest problem i wtedy, wiesz, jeżeli się do tego przyzwyczaisz, pracodawca będzie cię mobbingował potem i nawet tego nie zauważysz.
4035:  KMM - Druga rzecz, którą możemy zrobić, niezależnie od tego, jaką mamy motywację zewnętrzną, budować swoją motywację wewnętrzną i robić rzeczy dla siebie, egoistycznie i bardzo starać się, żeby nie było w naszym życiu takiego czytelnego podziału.
4049:  KMM - Ok, szkoła i praca to jest inny budynek, gdzie pracuję i się koncentruję, a dom to jest miejsce, w którym się bawię.
4056:  KMM - Bo w którymś momencie może być na odwrót i na przykład będziesz mieć pracę zdalną albo naukę zdalną i nie będziesz w stanie się zmotywować do pracy.
4063:  KMM - Czwarta rzecz, która jest najważniejsza dla mnie w ogóle, jeżeli chodzi o poznawanie nowych obszarów wiedzy, to jest umiejętność wykorzystywania źródeł, które mamy i narzędzi, które mamy w dzisiejszych czasach, a za które by się posiekali ludzie, którzy robili wielką encyklopedię w oświeceniu i inni.
4079:  KMM - późniejsi, to znaczy umieć wyszukiwać internet, a nie wiesz, tylko czekać, aż ci algorytm podsufluje to, co tobie się niby podoba, a ty nawet jeszcze nie wiesz, więc zapanować nad tym.
4090:  KMM - Następnie wykorzystywać teraz rodzące się algorytmy sztucznej inteligencji do tego, żeby one służyły nam, a nie my im.
4100:  KMM - domyśl nam się, bo one są tego idealne.
4102:  KMM - I ostatnia rzecz, no cóż, szukać wiedzy na własną rękę i pod siebie ją dostosowywać, skoro nieindywidualizowano kształcenia dla nas, to my możemy zindywidualizować dla siebie.
4113:  PO - No tak, ja też myślę, że ogólnie problem jest taki, że ja też można powiedzieć, się z tym borykam, że szkoła tak naprawdę ma ten nacisk na typowe, no jak już wszyscy mówimy, XIX-wieczny pruski system edukacji,
4135:  PO - Teoretycznie już widzę, że już widzę na przykład w moim przykładzie, że to uczy, znaczy system edukacji przez to uczy uczy takiego typowego podporządkowania się, a ja mam na przykład nie wiem, czy to jakby mam dobre na przykład takie przemyślenia, że tak naprawdę system edukacji wygląda tak, jak wygląda, żeby tak naprawdę no wiadomo, żeby jak najłatwiej rządzić i manipulować ludźmi, w sensie, że
4172:  PO - są łatwiejsi do ciągania za sznurki.
4183:  KMM - Trudny temat, to następna rozmowa, ze swojej perspektywy powiedzieć, że to nie jest aż tak proste w tym sensie, że jest dużo systemów, które jednak kształtują lepiej obywateli, bo to jest mega krótkowzroczne i tego nie rozumieją ludzie bardzo często, którzy doświadczyli kiedyś totalitaryzmu.
4202:  KMM - To jest pewnym paradoksem, że o wiele
4207:  KMM - Łatwiej się wygruzić w takiej sytuacji, jeżeli usiłujesz kogoś cały czas propagandą jakoś kształtować.
4214:  KMM - Natomiast jeżeli starasz się kształtować obywatela, który jest krytyczny, który sprawnie funkcjonuje w społeczeństwie, no to wtedy bogacisz się jako państwo.
4224:  KMM - To jest bardzo proste.
4225:  KMM - Ludzie, którzy są zastraszeni,
4228:  KMM - i którzy myślą schematycznie, będą generować mniejsze PKB niż ludzie, którzy nie są zastraszeni.
4233:  KMM - I wiesz, i to ci powie każdy naukowiec, który w ciągu ostatnich 30 lat spieprzył poza granicę Polski, a jest ich bardzo dużo.
4239:  KMM - I to nie jest przypadek, że wysoko wykwalifikowani specjaliści u nas bardzo często też pracują zdalnie już w firmach zachodnich,
4247:  KMM - No bo po prostu tam troszeczkę inaczej podchodzi się do wyszukiwania talentów.
4250:  KMM - To myślę, że jest jedna z rzeczy, które powinniśmy wdrożyć zaraz, to znaczy wsparcie na wyszukiwanie talentów i wiesz, nie wyszukiwania talentów w znaczeniu wyszukiwania ludzi z szóstkami, tylko wyszukiwania talentów w różnych dziedzinach życia.
4274:  PO - Ministerstwo planuje zmienić, więc żeby nie było, nie mówię teraz o konkretnej szkole, nie mówię o konkretnej placówce, tylko mówię o ogólnym systemie edukacji.
4284:  PO - Dobra, ja myślę, że tym optymistycznym zakończeniem możemy tak naprawdę już kończyć podcast.
4293:  KMM - Dziękuję jeszcze raz za zaproszenie i dziękuję za bardzo wielowątkową rozmowę.
