🔴 Czeski film — DEUS EX: ROZŁAM LUDZKOŚCI Livestream #2
🔗 https://www.youtube.com/watch?v=vWs-sFR3ZYc

33:  Dzięki za uwagę!
13898:  Najgorsze jest to, że mnie się wydaje, że ja bez przerwy zapisuję, a potem odkrywam, że nie, ja jednak nie zapisuję.
13904:  Ja akurat robiłem bardzo upierdliwą rzecz, no.
13907:  Drażni mnie to.
13919:  Tak, to mnie drażni.
13927:  Co zrobić?
13929:  Chyba tak, nie?
13935:  Tak.
13935:  Dobra.
13936:  Zapisz.
13940:  Dobra.
13942:  To tyle.
13942:  Jeszcze tutaj coś przeczytaliśmy.
13945:  Tak.
13949:  Dobra.
13951:  Pora, Bionet!
13955:  Hakuj.
13964:  Trudno.
13965:  Użyjemy programu Stop Ksiądz Robak.
13971:  Trzeba było.
13974:  Diginezji jeszcze polecane.
13976:  Projekt świata Primal Punk.
13979:  Primal Punk, czyli chodzi ci o... Coś w rodzaju Far Cry Primal?
13988:  Prehistoryczny w znaczeniu świat?
13996:  Co, coż ten palmtop?
13999:  Zmiana planu w Cygnus.
14000:  Coraz ciężej przemycać neon z laboratorium.
14002:  Straże dwa lin deprzą mi po piętach.
14004:  Lepiej będzie, że zorganizujemy jakiś odbiór.
14006:  Laboratorium jest pod ziemią, pod osiedlem Zelen.
14008:  Znajdziesz generatory, a znajdziesz laboratorium.
14010:  To jest taki boom na remake'i, a... No właśnie, prawda?
14015:  Jedi Outcast też ktoś zapomniał.
14018:  Nie wszyscy.
14021:  Mam wrażenie, że tutaj byłem już.
14027:  Zdecydowanie tutaj byłem.
14032:  Interesujące.
14036:  Byliśmy wczoraj w tym laboratorium.
14039:  Ważnie?
14043:  Okej.
14045:  No to idziemy!
14048:  Czyli to jest to, co mówiliście, że czasem jest tak tutaj, że mamy zlecenie w innej dzielni.
14055:  Dobra, to teraz tak.
14057:  Tutaj jeszcze jedna rzecz była do zrobienia, pamiętam.
14060:  I to jest quest główny.
14062:  A zatem wiemy, co robimy.
14064:  Przełączmy się na quest główny teraz na moment.
14070:  I udamy się do biur TF29.
14077:  Oj, kojarzę filmy Uwe Bolla, kojarzę.
14081:  Postala nie widziałem wszelako.
14084:  Znaczy, generalnie próbowałem jeden film Uwe Bolla obejrzeć i się poddałem.
14091:  Jak już siedzimy w Immersive Simie, nie myślałem, żeby zrobić streama z remake'u System Shocka.
14095:  Był?
14096:  Nie miałem świadomości, że był remake System Shocka.
14099:  Proszę, proszę.
14101:  I to jeszcze nie grałem nawet, więc wiecie.
14104:  Spierdalaj.
14113:  Jezu!
14131:  A nie wiem dlaczego Forin jutro ostatni odcinek Rodu Smoka, zamiast żebyśmy mieli jeszcze dwa, ale na pewno uwzględnię to w recenzji, ponieważ to widać, że ten serial jest przeciągany sztucznie na początku i potem nagle zaczyna akcja przyspieszać nienaturalnie i szybko.
14148:  Czy wy słyszycie tę muzykę?
14151:  Bo ja tak.
14153:  Oto nasza kwatera dowodzenia.
14159:  O Jezus.
14161:  Piękności.
14162:  Caffeine, dzięki za odnowienie wsparcia.
14165:  Pierwsze co robię to idę do toalety dla kobiet.
14168:  To jest mój nawyk.
14171:  Czy tutaj coś znajdziemy?
14173:  Mówię wam, ktoś na pewno upuścił jakim prawem nie ma tej pieniędzy.
14183:  Ej, nawet uwzględnili toaletę dla niepełnosprawnych, niesamowite.
14187:  Większe tutaj luksusy niż na polskich uczelniach.
14192:  Nieśmieszny e-book.
14195:  Daniel Fletcher, w tak zwanym międzyczasie.
14198:  O się, ile się nasłuchałem!
14199:  Krzysztof, czemu mówisz w tak zwanym międzyczasie?
14202:  Za czas studencki mieszkałem w akademiku, czy we własnym mieszkaniu wynajmowanym.
14205:  Później mieszkałem, natomiast na samym początku studiów z rodzicami, nie było innej opcji.
14212:  Miejsce znaczyła jedna prosta jako linijki kreska, bo widzicie, ten punkt jest nad wyraz ważny.
14218:  Prosta to jest ślad punktu lecącego znikąd donikąd.
14220:  Nogawka powinna jedynie lekko ocierać się nosek buta, to prawda.
14224:  Martin, jak zwykle, dokładał wszelkich starań, aby jego nowy garnitur pasował jak ulał.
14228:  Panie Fletcher, jak ona ma na imię?
14230:  spytał Martin, biorąc ostatnie pomiary.
14232:  Na imię ma... I tutaj zawiesiłem głos i dokończyłem.
14236:  Odpowiem Ci wtedy, jak skończysz Winds of Winter.
14240:  Powiedziałem, spoglądając na niego z góry, doktor Delara Ozen, brzmi złowrogo, nic z tych rzeczy, Martin brzmi przepięknie, spojrzałem na siebie w lustrze i przy tak małym zuznaniem, cóż w tym graniturze powalił opan na kolana, skłoniłem mu głowę, zubiłem minę i uśmiechnąłem się, o to chodzi.
14261:  Ja nic tutaj nie dorzuciłem od ciebie, żeby nie było.
14264:  Wtedy jeszcze nie wiedziałem, że to przedostatni raz, kiedy szyłem garnitur na miarę i ostatni raz, kiedy widzę Martina Koblera, mojego osobistego krawca przy życiu.
14270:  Ej!
14271:  To jest zajebisty początek kryminału!
14274:  Podoba mi się.
14277:  Co robi Krzysztof?
14278:  Znalazł się w tajnej kwaterze.
14280:  Wszystkich hakuje.
14282:  Ale Krzysztof, to są twoi koledzy!
14284:  No tym lepiej, nie naskarżą na mnie.
14287:  Do władz.
14290:  Bardzo dobrze.
14300:  Będzie sezon więcej niż planowano, rodu smoka.
14303:  Ja raczej myślę, że HBO będzie skalować w dół, biorąc pod uwagę to, ile projektów cancelowali.
14308:  Szanowny panie Fletcher, dziękujemy, że przesłała nam pan swoją nowelę detektywistyczną zatytułowaną Długa chwila podłości.
14314:  Prawdzie styl pańskiej prozy jest interesujący.
14316:  O nie.
14317:  Nawet jeśli nieco szorstki, jednak treść opowiadania nie spełnia naszych standardów, a niektóre przedstawione w niej sytuacje wydają się zgodnie prawdopodobne.
14325:  Musimy odrzucić pańską propozycję.
14327:  Tak nikt nie odpowiada na maile do autorów.
14331:  Dziękuję serdecznie Jacku za trybut.
14333:  Czy był oglądany nowy Batman na Amazonie?
14335:  Jeżeli nie, to polecam.
14337:  Nowy Batman na Amazonie?
14340:  Amazon Prime Batman.
14346:  Który to Batman?
14350:  No nie wierzę, że ten, no bo to jest film.
14356:  Batman Mroczny Mściciel to jest 2024?
14363:  I to już całe wyszło.
14368:  Boże, to jest robione w tym stylu, w którym to powinno być robione?
14373:  Nie wierzę.
14375:  Nie wygląda to źle.
14379:  Omijać tego Batmana jest do bólu kiepski, brzydki, nudny przy Psychobobie.
14382:  Aha, rabini się wypowiedzieli.
14385:  No pięknie.
14388:  Właśnie dlatego potrzebujecie kluczy fizycznych do logowania się przez taki jak Krzysztof.
14392:  Tak!
14393:  Klucze fizyczne.
14395:  Przypomnę moi drodzy, bo robiłem na ten temat film już, ale przypomnę.
14399:  Ubico.
14401:  Nie sponsorują mnie ci typiarze.
14405:  Proszę bardzo.
14406:  Dwuskładnikowe uwierzytelnienie.
14409:  I ja mam, który kluczyk Ubico?
14412:  Nie pamiętam, który kluczyk Ubico mam.
14413:  Produkty.
14415:  Na pewno piąta.
14417:  O, o, o, o, o, o. Taki mam kluczyk, Ubico.
14421:  Prosta sprawa.
14425:  Buźka.
14428:  Sonia?
14429:  Sonia?
14430:  To było imię jamnika, którym się opiekowałem.
14432:  Jamnik sąsiadów.
14434:  Jamnik, od którego wszystko się zaczęło, miał na imię Sonia.
14438:  Masz czas, żeby wyskoczyć później na obiad?
14440:  Tak, Soniu!
14441:  Ogarniam teraz jeden duży temat, czyli miskę, jak znam życie.
14444:  Ale mogę wygospodarować chwilę, żeby podszkolić twój angielski?
14447:  Nonsense, Sonia nie mówiła po angielsku.
14449:  To jest jakieś oszustwo.
14453:  Co zrobisz, jak zgubisz taki kluczyk?
14454:  Mam drugi w zapasie, na tym to polega.
14456:  Poza tym takich rzeczy się nie gubi, z zasady.
14461:  A nie, trzeba mieć zawsze dwa, to absolutnie.
14467:  Można spytać, po co komuś karta do bankomatu, skoro można ją zgubić.
14473:  Ja nigdy nie zgubiłem karty.
14474:  Wierzcie mi, ja zgubiłem wszystko w swoim życiu, a karty do bankomatu nigdy.
14481:  Proszę bardzo.
14482:  Oprogramowanie Breach.
14484:  Dla Amerykanów w wersji oprogramowanie Bleach.
14491:  Cały czas ta sama AZ jest.
14493:  Żenujące.
14496:  IMPACT.
14498:  IMPACT.
14503:  Ja po prostu ten kluczyk Yubico mam wpięty do moich własnych kluczy.
14507:  Jeden.
14510:  O, drugi mam jeszcze w jednym rezerwowym miejscu.
14512:  Trzeci mam w innym rezerwowym miejscu.
14515:  Jeszcze mam dodatkowe dwa.
14516:  Ja mam bardzo dużo kluczyków Yubico.
14518:  Jeszcze mam dodatkowe przy kompie takie do logowania się na takie kluczowe serwisy.
14525:  typu YouTube, nie?
14529:  Nawet Dawida, myśliwca biednego, może pamiętacie, kiedyś dopadło, że właśnie przez to, że miał nie dość bezpieczne dwuskładnikowe uwierzytelnienie, czyli właśnie bez tego kluczyka bezpieczeństwa, ktoś przejął konto i zaczął transmitować na live'ach jakieś bzdury kompletne, związane oczywiście z bitcoinami i innymi rzeczami.
14549:  Masakra absolutna.
14550:  Ja się w ogóle dziwię, że ludzie się łapią na takie rzeczy.
14553:  Ale się łapią.
14559:  To prawda, że kartę do banknotu można zablokować, a tego już nie.
14562:  Co tu się stało?
14565:  Biobateria, bardzo dobrze.
14572:  Hakuj, hakuj.
14573:  Hakuj, hakuj.
14577:  Ale teraz szybko przejmujemy.
14589:  Uda się.
14591:  Uda, uda, da mi, da mi generyt z vanirami.
14594:  Niech pylony będą wam wysokie.
14595:  Witamy budowniczego pylonów!
14598:  Twój kod.
14602:  Co to jest twój kod?
14612:  Ej, to jest piękne.
14614:  Jak lata po wydaniu jakiejś gry można drzeć łacha z mechanizmu monetyzacji.
14626:  Jakie to jest żałosne potem, nie?
14628:  To jest takie żenujące.
14631:  I później sobie człowiek tak to uświadomi i to jest potem bardziej odporne.
14636:  na tego rodzaju śmieszne próby wyłudzania kasy.
14640:  O, członkowstwo w klubie, mhm.
14643:  Nam chodzi o to, żeby była taka socjalizacja, żeby ludzie się kochali, żeby byli w społeczności.
14656:  Jak będą w społeczności, będą więcej kupować.
14663:  Od przyszłego tygodnia TF29 zatrudni psychologa dr. Delare Ozen.
14667:  Już o niej słyszałem.
14668:  Oprócz zajmowania się z drogiem psychicznym pracowników, będzie ona tworzyć profile psychologiczne interesujące na obiektów i asystować przy negocjacjach podczas odbijania zakładników.
14675:  Gdy tu przybędzie, czy mógłbyś jej pokazać ambulatorium i pomóc z zamówieniem wszystkiego?
14679:  Dzięki, Jim.
14679:  I teraz odpowiesujecie.
14681:  Droga Jen, tak mógłbym.
14687:  Trochę jak ta mapa z Elden Ringa w Manus Mater.
14691:  W ogóle już nie kojarzę tego.
14696:  Uuu, jak dobrze wstać.
14699:  Ludzie mnie czasem pytają, jak to jest, że ja gram na stojąco i ja mam ochotę spytać, jak to jest, że gracie na siedząco wyłącznie.
14704:  Ja już po pewnym czasie nie mogę.
14706:  Przecież to dlatego, że jesteś stary.
14710:  Mmm... Tajne przejście jest tajne!
14719:  Ta wieżyczka mnie lubi.
14721:  Jak to blokada, nonsense.
14729:  Zakąt drzewa pomarańczy.
14733:  Fragile.
14737:  Wiedziałem, że tu coś będzie.
14738:  Rada Bezpieczeństwa w uznaniu faktu, iż segregacja, dyskryminacja i konflikty związane ze statusem ludzi ulepszonych stanowią, bo oczywiście nie są związane ze statusem ludzi ulepszonych,
14750:  A nie, przepraszam, związane z statutem ludzi ulepszonych stanowią wyraźne, nieustające zagrożenie, bo nie stwarzają zagrożenie dla międzynarodowego pokoju i stabilizacji, uznając znaczenie poszanowania praw człowieka i podstawowych wolności wszystkich ludzi, niezależnie od posiadanych ulepszeń, a także działając na mocy rozdziału siódmego zweryfikowanej Karty Narodów Zjednoczonych, autoryzuje obowiązkowe zastosowanie tłumiącego bio-układu opracowanego przez Tyong Medical, Hinole, przez wszystkie osoby ulepszone.
14777:  Zaleca, by wszystkie państwa członkowskie podjęły kroki w celu zapewnienia, iż ich ulepszona populacja zostanie zaszczepiona w ciągu 24 miesięcy od momentu wprowadzenia rezolucji w życie, tak żeby przedłożyły odpowiednie dokumenty prawne na poparcie swoich stanowisk.
14790:  Big Pharma szczepi, tak?
14791:  Terror.
14792:  Obrączkowanie.
14794:  Upoważnia wszystkie państwa członkowskie do ochrony swoich obywateli przed osobami ulepszonymi, które odmawiają wszczepienia implantu przez umieszczenie takich osób w bezpiecznych oddzielonych dzielnicach lub domostwach, które będą monitorowane 24 na 7.
14806:  Wzywa rządy państw członkowskich do wycofania obowiązujących praw dotyczących ograniczenia praw ludności ulepszonej, która została zaimplementowana i posiada, bo nie ma, odpowiednią dokumentację potwierdzającą odbycie kuracji do m.in.
14818:  przekraczania granic pobytu, przeczytałem odbytu,
14820:  i pracy, a także służby na rzecz swojego państwa i innych organizacji.
14823:  Wyżej wymienione procedury winny być stale monitorowane.
14826:  Postanawia w dalszym ciągu aktywnie zajmować się tą kwestią.
14835:  Czy zerknąłem na Anifale, okropną stronę z anime?
14837:  Co wy?
14838:  W ogóle nie nadrajam ostatnie anime.
14839:  Zacząłem oglądać Overlorda, mnie potwornie znudził.
14846:  To znaczy, zrozumiałem za pierwszym razem, że główny bohater Overlorda jest bardzo jurny.
14852:  I muszę powiedzieć, że przypominanie mi o tym dosłownie w każdym 20-minutowym odcinku, no już nawet mnie przestało bawić.
14862:  Więc ja chyba jednak wolę anime typu Attack on Titan.
14864:  Anomaly spotkane.
14864:  Program tracenia inicjowany.
14869:  Przeciwna dostępność.
14875:  Nie lubię używania programu Stop Ksiądz Robak Naprawdę nie lubię A zmuszają mnie do tego
14886:  Nie no, Fullmetal kocham absolutnie, ale po prostu Overlord jest, no przegina w którymś momencie i najgorsze jest też to, że tam widać, że strasznie plezie się ta akcja naprzód, są jakieś bezsensowne rzeczy, jakieś questy niższego rzędu robione, zamiast żeby mi troszeczkę światotwórczo to rozwinęli, więc albo po prostu obejrzę całość i będę bardzo dużo przewijał, ale muszę do tego mieć więcej czasu, więc straciłem trochę motywacji na razie.
14913:  A szkoda, bo sam zamysł i koncept jest bardzo fajny.
14920:  No Albedo jest jurna, to prawda, no.
14927:  Co się dzieje?
14933:  Access granted.
14941:  Po co mi te wszystkie granaty?
14942:  I tak tego nigdy nie użyję.
14946:  O, poziom jurności akceptowalny.
14950:  Gakusentoshi Asterisk, o walkach magów.
14953:  O, tam była jurność, ale nie kringiowa.
14959:  Oho, to był zły pomysł.
14973:  No zdążymy.
14975:  Chyba nie.
14978:  Nie każcie mi używać programu Stop Ksiądz Robak!
14989:  Uda się.
14992:  Dobrze.
14994:  Amunicja do karabinu.
14995:  Karabin snajperski?
14997:  Pistole to bezwładniające.
14999:  Wow.
15000:  Zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz, zaraz.
15002:  Czekajcie.
15003:  Mam punkty praxis.
15007:  Tak.
15008:  Zwiększmy to sobie.
15011:  Bo to nam bardzo utrudnia grę.
15015:  Ooo.
15017:  Gra na...
15024:  No dobrze, wystarczy.
15027:  Potrzebujesz dostępu na strzelnicę, okej.
15031:  Prawie wszędzie się już włamaliśmy, to mnie cieszy.
15033:  Słuchaj Pete, jaki jest nasz status?
15036:  Gdzie był ten chopper?
15041:  Popatrzcie, ten agen wygląda jak prawdziwy agen.
15044:  Petro, dzięki za wsparcie od 22 miesięcy.
15047:  Powolaka, Magu, tu nie wiem, czy muszę to powiedzieć.
15049:  Na prawdę, Gakusyn jest super.
15053:  Muszę o Kutensej obejrzeć.
15055:  Porzućcie Overlorda.
15056:  A wiecie, ile razy słyszałem, żeby obejrzeć Overlorda?
15059:  Ja już jak zacząłem, to muszę skończyć.
15062:  Po prostu będę teraz kończył wolniej.
15066:  IT support.
15068:  Biedny technik.
15072:  Wiecie w jaki sposób zhakować technik IT?
15076:  Czekacie aż wyjdzie na przerwę i zje pączka.
15079:  Technicy IT muszą jeść pączki.
15081:  Wtedy hakujecie ich komputer i wysyłacie kompromitujące maile z jego adresu.
15089:  w których pyta swoich współpracowników o to, w jaki sposób włączyć Microsoft Worda na pełnym ekranie.
15096:  I technik IT jest wtedy umoczony do końca swojej kariery.
15102:  Nowy kod ustawiony, poprosiłem Selina o skontrolowanie lava wallu.
15106:  Wkrótce powinna was odwiedzić, okej.
15111:  Wikipedia ma tryb ciemny, nie do wiary i nawet nie trzeba go wymuszać operą.
15115:  Na strzelnicy uważaj, tam jest niezałatany bug i może wywalić G. Aha, super.
15120:  Anomalia zdetektowana.
15121:  Program tracenia inicjowany.
15148:  Czy dostałem... Program Stop Ksiądz Robak!
15151:  Dobrze!
15154:  I to rozumiem.
15156:  Ekstrakcja na... Ale pohakujemy.
15159:  To musi być bardzo duży pączek.
15162:  Ja teraz oglądam Apofeta Curry Diaries.
15163:  Przypominam sobie, że to ktoś polecał.
15170:  Anomaly detektorów.
15170:  Anomaly detektorów.
15171:  Program Stop Ksiądz Robak.
15176:  Niektóre te systemy do hakowania są po prostu tak banalne, że to aż przykre.
15179:  Ojojojojojojojojojoj, rejestr haseł.
15184:  Nie robi się takich rzeczy!
15187:  Hasło powinno być zaraz zmienione.
15189:  Ale wiecie, jest dużo firm, które wysyłają takie monity.
15192:  Proszę zmienić hasło jak co miesiąc.
15194:  I teraz ludzie, którzy mieli hasło Sonia 1 zmieniają sobie... Sooo... Nia... Dwa!
15208:  Luty jest miesiącem, Sony 2 w marcu?
15213:  Sonia 3.
15217:  Dokładnie.
15218:  Nie do złamania.
15221:  I dlatego głupotą jest właśnie wysyłanie takich monitów do ludzi, żeby zmienić haseł, zmieniać hasła, ponieważ wybiorą najprostsze możliwe rozwiązanie.
15228:  Eee...
15236:  Albo Sonia.
15237:  1-1.
15238:  Jezus Maria.
15239:  Tokio 3.
15244:  Proszę bardzo.
15245:  Ileśmy rzeczy znaleźli tutaj.
15248:  Doktor Delara Ozen.
15251:  Zobaczymy, jakie brudy tutaj chowa na swoich pacjentów.
15255:  Jeszcze mamy anihilację, moi drodzy.
15256:  Anihilacja pozwala na natychmiastowe prze... Przejęcie węzła.
15261:  Jezus Maria.
15262:  Typiara ma jakieś solidne tutaj...
15271:  Jakiś solidne firewalle.
15273:  Admini zmieniają co rok na końcówkę z danym rokiem.
15277:  Jeszcze czasem system złośliwie blokuje podobne hasła.
15281:  A mogliby w firmie dawać kluczyki fizyczne dla pracowników.
15284:  Świat byłby wtedy przepiękny.
15291:  Systemy NFZ chyba pamiętają pięć haseł do tyłu czy coś takiego?
15293:  Żartujecie?
15298:  Boże, jaka ta herbata jest pyszna.
15300:  Delaro, masz dobry zmysł psychologiczny.
15303:  Od razu odłowiłaś nasze dwa najbardziej ortodoksyjne, samotne wilki.
15307:  Chicken jest zamknięty w sobie, on się nigdy nie pojawia.
15309:  Nawet na odprawach rozkazy dostaje bezpośrednio od dyrektora Millera.
15312:  Zamknij ryj!
15314:  Kto jej pozwolił nam przerywać?
15326:  Pozycja Jenena w wywiadzie antyterr... Jensena w wywiadzie antyterr...
15330:  ONAS?!
15331:  W wywiadzie antyterrorystycznym nie jest do końca jasna.
15334:  Formalnie odpowiada przed McCreadym, ale ponieważ jest naszym jedynym ulepszonym agentem, dyrektor MIGER wyznacza mu zadania specjalne.
15340:  Mac ma o to żal, ale wspólnie z Jensenem starały się nie wchodzić sobie w drogę.
15345:  Czyli, proszę bardzo, doktorka spiskuje z naszym szefem, rozmawiając z Jennifer i twierdzi, że udostępni ci kod dostępu do apteczki.
15354:  Informuję też, że dopóki osoba odpowiedzialna za kradzież w ambulatorium nie zostanie schwytana, to nie byłem ja.
15359:  Pewnie konkretne leki, w tym inhibitory zwrotnego wychwytu serotoniny i beta-blokery.
15363:  Przepraszam, co?
15364:  Dlaczego ja nagle rozmawiam z Dawidem Myśliwcem?
15366:  Nie będą już dłużej przechowywane w biurowym sejfie, ale w miejscu znanym tylko dyrektorowi Müllerowi.
15371:  Przepraszam za niedogodność, nic nie poradzimy.
15373:  Wiecie jak się nazywa mleko, które trzyma dyrektor Müller w lodówce?
15377:  Müller Milch.
15379:  Doktor Ozen, witamy w grupie operacyjnej.
15380:  Ustawiłem w pani komputerze domyślne hasło.
15384:  Azula ad ha ha ha ha!
15388:  Doktor Ozyn, witamy w TF29!
15390:  Cieszę się, że pomoże Pani zajmować się wyjątkowymi osobowościami, które tutaj mamy.
15395:  Nie mogę się doczekać naszej współpracy.
15397:  Muszę Pani wyjaśnić, jak działa tutejsza Izba Chorych i dostęp do lekarstw.
15400:  Proszę do mnie zajrzeć.
15402:  Gdy już się Pani zadomowi, pójdziemy na kawę.
15404:  O Boże drogi, w życiu bym nie poszedł na kawę ze swoim szefem.
15408:  Co za żenada.
15410:  Jeszcze by chciały ze mną rozmawiać o pracy.
15412:  Brrr!
15415:  Zawsze uwielbiam te wszystkie nieszczęsne spotkania pracowe z tego względu.
15420:  Propanol jest beta-blokerem, okej, rozumiem.
15423:  Dowiedziałeś się czegoś nowego o sobie, przynajmniej o Adamie Jensenie.
15426:  Większość komputerów podłączonych do ADe Niemczym jest ADem, a w standardzie pamiętania 3-6 haseł w zależności od paranoi administratora.
15433:  Lubię ten dopisek.
15435:  Pani Przegola pojawiła się już wcześniej, spała ona na ramieniu Jensena w pociągu i ja tego nie zapamiętałem.
15439:  Dramat.
15440:  No, więc spotkania pracowe są okropne, bo spotykają się ludzie, którzy ze sobą w ogóle nie rozmawiają, nie?
15444:  Przez większość czasu.
15446:  Ludzie schodzą wokół siebie i... No!
15449:  To co tam robicie w swoim zespole ostatnio?
15457:  Jezus, jak ja tego nie znoszę.
15461:  Wymuszona integracja, najgorsza rzecz, jaka istnieje.
15467:  Nie, w ogóle się nie integruję w miejscu pracy.
15470:  Jest sympatycznie, jest miło, ale przyjaciół mam poza pracą, na tym to polega, zawsze tak uważałem.
15476:  Jest dużo dobrych znajomych, nie, ale... To nawet byłoby niewygodne.
15483:  Dobra, okrążyliśmy wszystko i wiecie, co jest zabawne?
15486:  Wciąż nie znalazłem schodów.
15492:  Gdzie są schody?
15494:  Tu!
15497:  Nie zliczę ile razy się migałem od integracji przy Barry'u, no nie dziwię ci się absolutnie.
15502:  Proszę bardzo.
15504:  Adam, tu jesteś, dodałeś się.
15505:  Adam, jestem Adam.
15505:  Chciałam zobaczyć czy jesteś w porządku.
15508:  Hej, Aria, tak.
15509:  Był to bliski telefon.
15511:  Zdobyłem szczęście.
15512:  Wiele ludzi nie.
15513:  I was here working when the first reports came in.
15516:  It was chaos.
15517:  Phones ringing off the hook, people yelling, scrambling to find out what was going on.
15520:  Jedyny wyjątek to, gdy szefem jest Matthew McConaughey i każe ci się analizować minimum dwa razy dziennie.
15526:  Piękne nawiązanie do Wilka z Wall Street.
15528:  You looking for him?
15529:  Cause he's tied up right now and meeting with Leon, I think.
15530:  Really?
15530:  He's using the NSN right now?
15532:  Yeah, I just saw him.
15538:  Oh hey, that reminds me, here's yours.
15544:  Proszę, strzelnica.
15546:  W niektórych badaniach używamy do leczenia arachnofobii razem z terapią szokową poprzez dyskonekcję wspomnieniem od stowarzyszących.
15560:  Pisze Neto.
15561:  Czy chodzi o te blokery straszne?
15563:  Jezus Maria, nie wiedziałem, że arachnofobia się leczy.
15566:  Copy that.
15571:  Natomiast, jeżeli Arachnowobie leczy się terapią szokową, to nie chcemy wiedzieć, jak ta terapia wygląda.
15580:  Chyba nie chce.
15585:  Peter Chang.
15586:  No oczywiście, że się nazywa Chang.
15592:  Byładre wygląda jak rojak.
15595:  To jest rojak, zlejbem.
15596:  On po prostu grał w tej wrze.
15600:  Stacja policji, stacja samochodu.
15601:  Jesteśmy następni.
15602:  Mogę to czuć.
15602:  Mogę to czuć więcej niż czuć.
15604:  Mogę to zobaczyć.
15605:  Nikt nie wie, gdzie jesteśmy.
15607:  Nie ma powodów, żeby się zdenerwować.
15609:  W tym miejscu masz rację.
15610:  Próbują wyciągnąć od nas okno, Jensen.
15613:  Albo ktoś z nich.
15614:  Praha Dovos został zniszczony.
15616:  Nasza firma budowa.
15618:  Myślałem, że to faktyczne.
15621:  Chciałbym, żeby to było faktyczne.
15623:  Miller otrzymał mnie w teleklamie z ataku, aby dowiedzieć się, kim są ci ludzie.
15625:  Na razie, może oni próbują dowiedzieć się, kim my jesteśmy?
15629:  Dlaczego inni wchodzą w firmę importową?
15633:  Proszę bardzo, dostaliśmy teraz serię sidequestów, chryste panie.
15645:  Właśnie, nigdy nie widzieliśmy Roya i Adama Jansena w jednym pomieszczeniu.
15649:  Podejrzane, Axe Laben, masz absolutną rację.
15652:  Zgłęb temat.
15654:  Nie mam pewności, że nasz pokój został zabity, ale jeśli jest, to musimy wiedzieć, zanim nasi przeciwnicy będą mogli coś o tym zrobić.
15664:  A rach na chłopie się leczy, czasem można ją okiełznać samodzielnie, pisze Joanna.
15668:  Ale jak mi postajesz ptasznika przed nosem, zabiję mi to wszystko jak bombą neutronową.
15671:  No ja też.
15671:  Znaczy, nawet najmniejszy pająk doprowadza mnie do absolutnego przerażenia.
15681:  No wszyscy Chińczycy to Chang, a wszyscy Polacy to Wodziński.
15686:  No dokładnie tak.
15688:  Dramat absolutny.
15689:  Ja się w sumie wyleczyłem ze strachu przed pająkami za pomocą argumentów intelektualnych, że są pożyteczne.
15693:  To znaczy, że nie miałeś arachnofobii, kwantowe prokrastynatorzy.
15696:  Przepraszam.
15697:  Znaczy, arachnofobii nie da się... Znaczy, żadnej fobii nie da się zracjonalizować.
15701:  Jeżeli jest fobia, to znaczy, że jest problem po prostu i ten problem nie zależy wtedy za bardzo od ciebie.
15707:  Znaczy, chyba, że mówimy o homofobii albo transfobii.
15709:  To tak, z tego się da w jakiś sposób racjonalny wyjść.
15713:  Natomiast nie, jeśli jest to faktyczna
15718:  Poważna jednostka chorobowa.
15721:  Pożyteczność mi nic nie daje.
15725:  Pożyteczne mogą być też dziury w pościeli, bo jesteś w stanie, nie wiem, palec wyciągnąć przez poszczwę i komuś pomachać.
15732:  Whatever, tak?
15733:  Ale ja wciąż ich nie lubię.
15736:  I to ma swoją nazwę.
15738:  Czy naprawdę myślisz, że tu jest ryzyko?
15740:  Może ktoś pośpiewał po prostu fałszywej stronie z fałszywej firmy.
15744:  Gdy ktoś mi pośpiewa łapkę, to sądzę, że jest zamknięta.
15747:  Gdy ktoś zahacka się na stronie firmy, która służy jako nasz składnik, to sądzę, że robią to z złej powodówki.
15752:  Tak jest.
15753:  Wszystko zależy od tego, kim są i co oni wiedzą.
15757:  Ale my jesteśmy w biznesie porozmawiając z terrorystami.
15760:  Jeśli te terrorysty znajdą, gdzie my jesteśmy, to sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę, że sądzę.
15769:  Jeździliśmy w góry do Zakopanego domu, do dzisiaj pamiętam agroturystykę u babki, która się nazywała Gąska w Zakopanem, na przy ulicy Kornela Makuszyńskiego.
15779:  Ja to pamiętam i niestety jedliśmy już w miejscu, które zhejtowałem na którymś z ostatnich filmów pod tym rzemieśl.
15785:  gdzie się strułem zupą grzybową i to było najgorsze dni w moim życiu.
15789:  I pamiętam, że tam zawsze u tej babki była dziurawa pościel.
15792:  Ja się tak strasznie brzydziłem dziur, że potrafiłem spać z podkurczonymi nogami, bo wiedziałem, w którym miejscu dziura w pościeli jest, żeby przypadkiem jej nie dotknąć.
15800:  Rodzice myśleli, że ja się zgrywam, a potem zobaczyli, że ja spałem przez 10 godzin, zawsze spałem 10 godzin całe życie, z podkurczonymi nogami i wstałem autentycznie, nie mogłem chodzić.
15811:  I tak przez parę dni z rzędu.
15812:  I oni wtedy zrozumieli, że rzeczywiście coś jest na rzeczy.
