🔴 Piramidogłowi kontratakują — WARHAMMER 3 Tomb Kings #2
🔗 https://www.youtube.com/watch?v=cj_o-A_z5o4

42:  Dziękuje za oglądanie.
7591:  Tak, był, był.
7593:  Magiczny przewodnik.
7594:  Tak.
7596:  Trochę mnie martwi to, że nasz książek grobowców nie jest tak potężny, jak bym chciał, żeby był.
7600:  Może dlatego, że nie ma talizmanu przetrwania, ale tych artefaktów dostajemy żałośnie niewiele.
7609:  Dobra.
7614:  Po ty.
7615:  Jest!
7616:  Miasto brązu, Ushapti!
7618:  W Kasabar!
7621:  Tutaj nas czeka, podejrzewam, konflikt z krasnoludami prędzej czy później.
7625:  W tym miejscu jest Torek, runista.
7627:  Ushapti są, ale ja nigdy nie rekrutuję tych bazowych Ushapti.
7630:  Zawsze czekam na Ushapti z wielkimi łukami.
7634:  Które niestety są dopiero na... Wiecie co?
7642:  Bierzemy to w pierwszej kolejności.
7644:  Potem Casa Baar.
7648:  Tak.
7648:  I... tyle.
7651:  Czy mam jakiś reportaż, który wywołał największe wrażenie na mnie?
7658:  Wiesz co, ja nie czytam Dominiko reportaży generalnie, zdarza mi się je oglądać dopiero.
7664:  I tutaj bardzo lubię June'ego Harrisa, dokumentalistę.
7667:  Na YouTubie zresztą robi swoje rzeczy, ale nie tylko, bo też w Nebuli się pojawia w tym serwisie z bardziej premium contentem, nazwijmy to YouTube'em.
7675:  Zresztą drogo, Nebula ma ostatnio taką ofertę, ja się zastanawiam, czy w to nie pójść.
7678:  Płaci się 300 dolców, ale dożywotnio.
7685:  Ale to jest jednak 300 dolców, nie?
7687:  Więc... Kraków.
7690:  To jest dużo pieniądza.
7693:  Ale to żywotnio.
7696:  No ale 300 dolców.
7697:  No ale to żywotnio.
7699:  Ale 300 dolców.
7701:  No więc ile właśnie?
7702:  Ale to żywotnio.
7710:  Jaki reportaż jego na mnie zrobił największe wrażenie?
7714:  Chyba seria Borders.
7716:  Był taki reportaż o konflikcie
7719:  na granicy Indii i Pakistanu.
7721:  Nie wiedziałem o tym, że oni sobie ten konflikt zgamifikowali.
7725:  To znaczy tam potrafią być takie dziwne sceny, że na przykład z jednej strony jest inscenizowana jakaś parada wojskowa i z drugiej strony też ludzie tam się ustawiają na trybuna po obu stronach granicy i patrzą na to i kibicują armią i lżą wrogie armię.
7744:  Więc dziwne, a oprócz tego bardzo dużo było też refleksji na temat tego, co się stało faktycznie po tym, jak kolonizatorzy, czyli Brytyjczycy odeszli stamtąd.
7753:  No i wreszcie, skąd w ogóle problemy na granicy z Indiami i Pakistanem.
7757:  Też się dowiedziałem stamtąd, że problemy głównie z tego się wzięły, iż Brytyjczycy sobie zrobili taką granicę na zasadzie takiej, a to mniej więcej tutaj będzie przebiegało.
7766:  Rozdzielili rodziny, wspólnoty wyznaniowe.
7768:  No i do teraz mamy reperkusję, taka prawda.
7772:  El Kalabadu.
7775:  To nie, w sadzawkach żalu potrzebujemy raczej mieć jakąś sensowną reprezentację wojska.
7784:  Dobra, tu pieniądz się przyda.
7786:  A ja podejrzewam, że Francuziki nas zaraz zaatakują.
7788:  To jest więcej niż pewne.
7791:  Ale mamy króla Wakafa, który sprawi, że będziemy mieli dwie armie w tym miejscu.
7801:  Ha!
7804:  Jak sobie rozpiszę miesięcznie te 300$, to bym w ogóle nie tracił, no pod warunkiem, że pożyję wiele miesięcy.
7810:  Wyobrażacie sobie, nie wiem, wykupić dożywotnią subskrypcję, człowiek się cieszy, kuźwa, dożywotnią subskrypcję nebuli.
7817:  Dzień później umiera, nie?
7819:  No to nie byłaby taka dobra inwestycja wtedy!
7825:  Więc trzeba być bardzo pewnym się, pójść do lekarzy, bo ja chcę kupić za 300 dolców dożywotnie o subskrypcję Nebuli, to powie mi pan doktor, ile ja pożyję, bo nie chciałbym wyjść na idiotę.
7845:  Tak, to jest King Wackow.
7847:  Dokładnie tak, jegoż będziemy rekrutować.
7850:  No i tyle.
7856:  Dlatego nie kupuję dożywotni.
7857:  Na pewno by mi cegła u łeb spadła w drewnianym koście.
7861:  Miszeole Valles, tak.
7862:  Tak, jak będzie miał lepszą zbroję, to na pewno.
7864:  Tak, właśnie.
7865:  Konstruktorów trzeba sobie odblokować.
7866:  To jest mądre.
7866:  To jest mądre, potrzebujemy ich.
7883:  Tak, liczbę bohaterów dla nekrotektów.
7886:  To są oni.
7889:  Dobrze, król Łakow jest z nami.
7894:  Czy ja mogę go zmienić?
7897:  Jezus, tak.
7900:  Cudownie.
7903:  Świetnie.
7904:  Król, król!
7910:  Nie chciałem tak.
7911:  Dobrze.
7912:  Świetnie.
7914:  A to oznacza, że można zacząć i Skorpion, i Katapluta, i Ushapti, i drugi Ushapti, bo nas stać.
7924:  i rydwany szkielet włóczników to będzie też dla Setry doskonale, a oprócz tego jakieś standardy, nie no typu
7937:  Michale Nosaliku, dziękuję za 33 miesiące wsparcia.
7941:  Czas leci bardzo.
7943:  Czy oglądałem nowy tier Legend of Total War?
7945:  Tak, widziałem.
7947:  W ogóle, jeżeli jesteście zainteresowani, moi drodzy, jakimś cudem, nie wiecie, Warhammerem, to jest jeden kanał, gdzie bardzo polecam taktyki, strategie, omówienia, dumstaki, rzeczy, Legend of Total War.
7959:  No, cudowny człowiek, absolutnie.
7961:  I robił właśnie ostatnio, zresztą jak widzicie...
7965:  Znaczy, generalnie jeżeli chodzi o Legenda, to chyba nie omijam żadnego filmu.
7974:  Jest niewielu twórców, których oglądam tak regularnie, znaczy może Lulu & Friends w większym stopniu.
7980:  Tutaj możecie spytać, o Krzysztof, dlaczego nie ma obejrzanych?
7983:  No bo jakieś durnoty historyczne, co mnie tam będzie interesowało.
7987:  Ale potem znowu wraca Warhammer, no to lecimy.
7991:  Więc tak, legendę śledzę bardzo wnikliwie.
7998:  Pominąłem jedyne o Koronie Nemezis.
8000:  Korona Nemezis mnie kompletnie nie interesuje, jest strasznie bezsensowna rzecz.
8003:  Nie wiem, po co to wprowadzili.
8005:  Sadzawki Kału, dobrze i tyle.
8012:  wszystko mamy.
8014:  Swego czasu wojska indyjskie ogłosiło, że zestrzeli każdego, kto pojawi się po indyjskiej stronie z pakistańską flagą.
8019:  Pakistanieczycy wymalowali je na krowach i przepędzili do Indii.
8025:  Jak się nazywa ten dokumentalista, o którym mówił Krzysztof, już wam pokazuję.
8028:  Mianowicie... Jezus... Johnny Harris.
8034:  Johnny Harris ma taką też znakomitą serię Borders.
8038:  W ogóle Johnnymu Harrisowi zawdzięczamy ten youtubowy styl opowiadania
8043:  za pośrednictwem mapy, który dosłownie wdrożył taki kanał Good Times, Bad Times, mogliście go już widzieć, bo jest dość popularny w tej chwili.
8051:  I oni dosłownie w stylu John'ego Harrisa robią swoje materiały.
8057:  Który doktor who jest moim ulubionym?
8058:  David Tennant, oczywiście.
8061:  Bez chwili wahania.
8063:  Dobra, to moi drodzy, przenosimy się tutaj w stronę Oka Pantery.
8067:  Teraz tak.
8069:  Na to liczyłem.
8071:  Na to liczyłem, przyłączymy się do nich i jeszcze weźmiemy pieniądze za to.
8076:  Że... Tak.
8080:  Bierzemy tych uszaptich.
8084:  Oj, Legend by się na mnie strasznie obraził za to, że ja rekrutuję właśnie takie jednostki.
8089:  On twierdzi, że wszystkie tak zwane te legiony, jak to się nazywa, regiments of renown, sławne regimenty, sławne regimenty, że to się zostawia na wypadek jakiegoś ataku, nie?
8101:  A ja to sobie rekrutuję do armii, bo lubię na początku i potem dopiero zostawiam sobie regimenty.
8106:  Potworny regiment to swoją drogą książka Pratchetta na czarną godzinę.
8112:  A propos sprzętu, pytanie od osoby obcykanej do doświadczonej.
8116:  Będę prowadził lekcję online z programowania dla dzieciaków.
8118:  MacBook oferuje natywne streamowanie z kamerki w iPhone i jego dźwięku z mikrofonu.
8122:  Jak myślisz, jaki będzie miał to przekład na jakość dźwięku?
8125:  Żaden.
8126:  Mianowicie, ten dźwięk jest mech, ale mam dla Ciebie dobrą wiadomość, to znaczy jest taki mikrofon, który się nazywa...
8136:  Elgato Wave, on jest drogawy już niestety, ale dostajesz do tego gnialny software.
8142:  I to jest mikrofon, który w tym momencie jest jednym z najlepszych na rynku, jeżeli chodzi o stosunek jakości do ceny i przede wszystkim do oprogramowania, które ma, bo jeszcze masz coś takiego, co ja wykorzystywałem na samym początku, czyli Shure MV7, który oczywiście mi się nie odpalił, no więc jest znacznie droższy i jego bym w mniejszym stopniu polecał.
8160:  Natomiast ten Elgato Wave jest spoko.
8163:  Ale żaden mikrofon wbudowany nie będzie dobry, no nie ma szans po prostu.
8168:  O, Mr. Marigold pisze, że poleca Wave 3.
8171:  To jest świetna firma, jeżeli chodzi o taki właśnie idealny segment konsumencki premium, o tak bym to nazwał.
8181:  Więc póki nawet nie wykorzystujesz, nie żyłujesz mikrofonu tak jak ja żyłuję, to jest absolutnie wystarczające.
8187:  Powiedziałbym nawet, że przy niewprawionym uchu nie usłyszysz różnicy między mikrofonem, który na przykład jest źle ustawiony, ale kosztuje dwa tysiące, a dobrze ustawionym Elgato Wave 3.
8203:  A te ustawienia, które tam masz, są wszystkie w oprogramowaniu.
8205:  Co więcej, to jest mikrofon na USB-ka, dzięki czemu nie musisz mieć do tego dokupionego miksera.
8209:  W ogóle, tak nawiasem mówiąc, też bardzo Wam polecam, bo teraz jest cała seria na moim z kolei kanale, gdzie ja się wszystkiego nauczyłem, jeżeli chodzi o streamowanie, to znaczy Harris Heller, konkretnie Senpai Gaming.
8220:  Czy ja to mogę znaleźć?
8222:  Senpai Gaming.
8226:  Dziękuję.
8227:  Więc na tym rzecz kanale właśnie był materiał, świeżo, w ramach takiej serii, która się nazywa Streaming Masterclass.
8235:  No i tutaj jest właśnie ten Elgato Wave opisany w tym filmie, więc też od razu wysyłam.
8241:  Bardzo dobrze opracowane, z całym przeglądem też tego, jak to wygląda.
8246:  Ten software jest bardzo sympatyczny.
8248:  Tutaj gdzieś było nawet... O!
8250:  W ten sposób wygląda equalizer, więc naprawdę to jest zrobione w taki sposób, że ktoś, kto nie jest obeznany z obróbką audio, jest w stanie bardzo intuicyjnie sobie to wszystko ustawić.
8261:  Co więcej, dostajecie od razu bardzo wygodne kanały, które są przy nauczaniu też dobre, no bo macie od razu kanał na muzykę, na Spotify'a, na przeglądarkę i tak dalej, a ja na przykład na swoim mikserze niestety musiałem to wszystko sobie ustawiać od zera i zajęło mi to 16 godzin.
8279:  Do dzisiaj mnie to... Ja wam mogę pokazać nawet, to było przerażające, jak ja to robiłem.
8284:  To znaczy, ja musiałem sobie do tego wszystkiego ustawić... Ja wam to pokażę.
8292:  To jest moja instrukcja do ustawienia RODECastera razem z godzinnym filmem na ten temat.
8306:  Więc nie polecam, chyba że ktoś ma wolne 16 godzin na zajęcie się tym, gdyż prze mnie szlag jasny trafi.
8317:  Ale jest jeden plus, mianowicie RODECaster pozwala, żeby te wszystkie ustawienia zapisać na karcie ESD, wypchnąć i można już to mieć na zawsze.
8325:  Ale tyle, co ja się namęczyłem nad najprostszymi rzeczami, tak?
8330:  Żeby dźwięk z przeglądarki był na innym kanale.
8333:  No nie, nie, bo geniusze z RODECastera, znaczy z RODA wymyślili sobie, że tam są dwa gniazda USB i generalne założenie jest takie, że tam idzie sygnał z kompa do tego.
8345:  No tylko, że musicie przekierować do osobnego kanału USB rzeczy, które was interesują, a we wszystkich innych software'owych rzeczach takich pod streamerów czy pod wykładowców normalnych właśnie tak jak Elgato, macie już wszystko zrobione po aplikacjach, nie?
8358:  A tutaj jest to zrobione
8360:  Od, wiecie, inżynierów audio, więc to jest nie aplikacjami, których używacie, tylko kanałami.
8368:  Ale oczywiście produkt jest marketowany dla streamerów, no jasna sprawa.
8373:  Witamy w marketingu.
8375:  Czy teraz tutaj jest ktoś, czy nie?
8378:  Nie, nie ma, postaci są.
8382:  Stracił prowincję?
8384:  Z kimś toczy jakąś straszną walkę, to są Skaveni?
8390:  Mam nadzieję, że mam zrobione backupy z ustawień.
8392:  Ja mam osobne foldery na backupy z ustawień.
8396:  Elegant Way 3 to była najlepsza relacja ceny do jakości.
8399:  Tak.
8399:  I dlatego, jakby ktoś mi na przykład powiedział, że o, chcę kupić za 1200 Shure'a MV7, powiedziałbym,
8407:  Już lepiej ten.
8408:  Znaczy Shure MV7 można też, ale wtedy jeżeli ktoś zakłada, że okej, chce mieć mikrofon na USB, ale perspektywicznie przyzwyczajać się do miksera.
8419:  Bo tam macie taką opcję, że on może zarówno podpiąć kabel XLR analogowy, jak i kabel USB.
8425:  Zrobimy tak.
8427:  Dołącz do wojny przeciwko.
8430:  I piraci z Sartosy też.
8432:  Co mi za to dasz?
8434:  2,5 tysiąca.
8444:  Dziękuję.
8445:  Ehehe, kut!
8447:  Wspaniale.
8449:  I dzięki temu Kasabar może iść na kolejny poziom.
8456:  Mmm, Sudenburg, bo tutaj mamy... Tak, tu mamy zagrożenie potencjalne.
8463:  Ooo, Gniazdo Skorpionów, lecimy!
8466:  Chociaż to jest na trzecim poziomie, kurczę.
8475:  Hmm... Czemu tu w ogóle jest mniej?
8476:  Nie wiem.
8480:  O, to jest też ważna rzecz.
8484:  Produkcja wina.
8485:  To też jest ważna rzecz.
8488:  Dobra, weźmy to gniazdo skorpionów.
8493:  Królowe grobowców, moi ulubieni.
8495:  Lubię królowe grobowców.
8498:  Chciałbyś figurkę?
8499:  Bardzo miło z twojej strony, ale już nie mam gdzie dawać.
8502:  Strasznie dużo, strasznie dużo rzeczy i strasznie mało miejsca.
8505:  Ja jako minimalista mam z tym problem, chociaż powiem wam, że gdybym nie miał za sobą książek, to tutaj byłyby wszędzie różne takie szpeje.
8511:  Mam pytanie o grę, o którą pisze Rex Kelly.
8512:  Marcin sam projektował mapy świata, czy też HBO z tego stworzyło?
8515:  Marcin tylko klepnął pomysł.
8516:  Jest coś takiego, moi drodzy, jak Atlas Lodu i Ognia.
8520:  Ja go mam.
8521:  Nie, ja go nie mam.
8534:  Ja go nie mam.
8535:  Ja mam świat, lodu i ognia.
8536:  I Atlas, lodu i ognia, jeżeli mnie pamięć nie myli, był konsultowany z Martinem.
8542:  Więc to na podstawie czego HBO robi swoje mapy, to już jest wtórne.
8547:  Skorpiony są useless?
8548:  Disagree.
8549:  Znakomite, jeżeli chodzi o eliminowanie piechoty, ale z drugiej strony uświadamiam sobie jedną rzecz.
8555:  Tutaj nie ma piechoty.
8559:  Tutaj będą smoki.
8563:  Musimy przeciwko nim się inaczej wyprawić.
8567:  Pewne zwycięstwo, nie wierzę.
8571:  Jakie to szczęśliwe, że tutaj nie ma cholernych murów.
8594:  Jezus, jak ja tego nie znoszę.
8602:  No właśnie, byłem bliski śmierci.
8607:  Okropne.
8609:  Wrong hole, tak.
8615:  My nie kramy z Laneszem!
8619:  Oj tak, jak oni teraz oberwą.
8621:  Cudownie.
8623:  Near-death experience.
8624:  Właśnie.
8628:  Jaka herbatka?
8629:  O Jezu, koniec pomarańczowych ciasteczek.
8631:  Ta herbatka absolutnie top.
8633:  Uwielbiam ją.
8635:  Dobra, teraz będę mądrzejszy i będę mieć tutaj flankę.
8638:  I flanka będzie... Przecież nie mam tu konnicy, ale i tak będę mieć flankę.
8644:  Dobrze.
8645:  Proszę bardzo.
8646:  Miłośnicy...
8648:  Miłośnicy formacji, będziecie mieli formację diamentową.
8653:  No i co u Szapti, moi drodzy?
8655:  U Szepti?
8657:  O, jakie to piękne!
8659:  Ooo!
8660:  Ooo!
8661:  No i to by się zgadzało, bo zobaczcie, mają głowy takie jak figurynki, które się pojawiają w grobowcach egipskich.
8669:  Zresztą spojrzał śmierci w oczy i powiedział, nie dziś.
8671:  Tak jest.
8673:  Nawiasem mówiąc, przez zupełny przypadek wcisnąłem J, a wiecie, że J obraca jednostkę?
8679:  Ja też nie wiedziałem, właśnie się teraz dowiedziałem.
8681:  Ponieważ w tej grze istnieje samouczek.
8683:  A nie, tak naprawdę to nie.
8686:  Użyci ten diament?
8687:  Dziękuję.
8688:  To jest diament na miarę naszych możliwości.
8698:  Przepracam świat, loduję ognia?
8699:  Tak, bardzo mi się miło to czytało.
8702:  Mam zresztą na półce.
8705:  Formacja jajka.
8708:  Hejtowanie moich wspaniałych format skandal.
8714:  Wspaniale rozwala formację ten klawisz.
8716:  Ostatnio pytałem, czy polecasz Baldur's Gate 3 czy Eldena.
8718:  Wybrałem oba.
8719:  Pozdrawiam.
8720:  I tak należy!
8722:  Tak należy.
8723:  Eldenek naprawdę... Teraz zwłaszcza, jak macie jeszcze tyle contentu przy DLC, to kupienie opcji, która daje wam obydwie gry naraz, jest dobrym rozwiązaniem, ale naprawdę poczekajcie z kupnem DLC, jeżeli kupujecie samo DLC, bo jest niedopracowane w tym momencie, ma mnóstwo bugów i na moim sprzęcie działa ledwo.
8745:  Uszepty przypominają bardziej mini-sarkofagi niż posągi.
8747:  Okej, rozumiem.
8751:  Przecież to się czyta uszepty, to jest niesamowite.
8753:  Człowiek się zawsze czegoś dowie.
8755:  Popatrzcie, jak niezbornie ci nasi wrogowie się posuwają.
8761:  Witam Xawery serdecznie.
8764:  Nie ma to jak stary, dobry Warhammer.
8767:  Tak swoją drogą chyba jest niewielu, tak zauważyłem, streamujących Warhammera na przynajmniej polskim YouTubie.
8772:  Nie wiem, jak jest na Twitchu.
8773:  Czy ktoś śledzi Twitcha na tyle, żeby móc to potwierdzić lub zaprzeczyć temu?
8777:  Bo wydaje mi się, że raczej nie jest to częste, bo ja oglądam tylko legendę, więc mi jest ciężko powiedzieć.
8785:  Trochę begowe uczelnianie na... Wpadłem na nowy soft do ogarniania notatek i mapy myśli, jak Miro.
8789:  Nazywa się Obsidian.
8791:  O, nie znam.
8794:  Ej, nie znam.
8796:  Będzie trzeba sprawdzić.
8799:  FoxGoes, dzięki za odnowienie wspierania, najserdeczniejsze.
8802:  Masz jamniki, ale wiesz o tym.
8806:  Obsidian?
8807:  Obsidian Software.
8812:  Sharpen your thinking.
8814:  Dziękuję, jest już w historii wyszukiwania, zostanie na zawsze.
8818:  W Polsce dość niszowy tytuł te... Też mam takie wrażenie, nie?
8822:  Baldur's Gate 3 to przepiękna gra, kompletnie się nie spodziewałem, że tak mi siądzie.
8825:  O!
8825:  A ja się nie spodziewałem, a ja nie lubię RPGów izometrycznych.
8829:  Co tu się dzieje?
8832:  Nie, ja nie wierzę.
8833:  Aaa, oni przy... To, to są przyzwane u szepti, moi drodzy.
8837:  U szepti.
8838:  No nie przyzwyczajaj się, dobra.
8842:  Biedny DJ zaatakowany.
8848:  Dobra.
8850:  Atakujcie ich, ich, ich, ich, ich, ich, ich.
8855:  Zniszczyć mi tych Ushapti.
8862:  Obniżymy im dyscyplinę.
8866:  Dobra, dobra, dobra, dobra, bo totalnie mi się nie podoba to, co tutaj widzę.
8870:  Wycofaj się!
8872:  Ushapti też jest poprawnie.
8874:  Albo jedna, albo druga.
8874:  Okej, czuję.
8877:  Nie, nie, dobrze, nie dobrze, trzeba uważać.
8880:  Zastanawiam się, czy tych sarkofagów dusz, nigdy tego nie obliczyłem, na jedną armię trzeba czterech, czy trzech, czy dwóch?
8888:  Ja strasznie nie lubię liczb nieparzystych, jak pewnie zauważyliście.
8891:  Zawsze muszę mieć cztery typy danej jednostki, albo dwa.
8896:  Kiedy kampania Malekitem, Vladem lub Cinchem?
8898:  Cinchem chyba najbliżej.
8901:  Dark Elfy muszą dostać coś nowego, bo są w tym momencie znerfione na orbitę.
8911:  Jest to straszne.
8912:  Znajomy Królnika na Twitchu robi teraz ligę PvP w Rome2.
8916:  A no właśnie, bo historyczne tytuły są w Polsce bardziej popularne.
8925:  Jest wysoka szansa, że możesz mieć teraz kolejnego kostka.
8929:  Jezus, to prawda, ale brak funduszy.
8931:  Dlaczego ja nigdy nie mam pieniędzy?
8935:  O, łakow.
8937:  Świetnie.
8939:  Bądź potężny.
8940:  Dobrze, łucznicy.
8943:  Hmm, już mam brakuje.
8947:  Ale... Książę grobowców.
8952:  Jezu, cudownie.
8954:  Mistrz Rydwanów, najlepszy jaki istnieje.
8958:  Wspaniale, uwielbiam.
8961:  Dobrze, on jest do zapisania.
8965:  Ale fuks.
8966:  Nekrotekt.
8967:  Rzeźbiarz Sfinksów.
8969:  Uuu, dobrze.
8970:  Gniewliwy.
8974:  Tak, liczba jednostek Sfinksy Bojowe Kemrijskie.
8977:  Doskonale.
8979:  Czy warto zagrać Divinity Original Sin 2 po ograniu Balloose Gate 3?
8983:  Tak, ale zacząłbym od jedynki.
8986:  Gry się technologicznie nie różnią specjalnie.
8988:  Kasta kapłanów?
8989:  Ptry!
8990:  O, więcej kapłanów w Lishu, bierzemy.
8991:  Widzicie, że potrzebowaliśmy tych słojów?
8994:  Jest nam za mało słojów.
8997:  Hmm...
9001:  Wiecie co?
9002:  Nie pamiętam, czy jest jakaś umiejka za ten tryb pogrzebany piaskami, więc będziemy w trybie Zasadzki.
9008:  Jeżeli jesteście wystarczająco dużo tur w trybie Zasadzki, to później macie bonus do Zasadzki.
9013:  Dobra, to czekamy w takim razie na 5 tysięcy na Sarkofag Dusz.
9022:  Który tą pieśń lądują nie jest moim ulubionym?
9024:  No to chyba na równi lubię wszystkie.
9026:  Wydaje mi się, że Storm of Sołt jest wspaniałe.
9030:  Divinity Original Sin 2 jest znacznie lepszy od Baldur's Gate 3?
9033:  Mechanicznie?
9034:  Zgodzę się.
9035:  Sam... Jezu, Mac, wiecie jak mi się... No co się dzieje?!
9047:  Co się dzieje? !
9058:  Nie, to jest nienormalne.
9059:  My musimy ich wykończyć.
9061:  Oni będą cały czas... Oni będą cały czas nas atakować i nie spodziewam się tego kompletnie.
9074:  Przed sekundą mieliśmy podpisany pokój.
9076:  Oni... Ale oni szybciej nam wypowiedzieli wojnę.
9080:  Ale dziwne.
9082:  No, więc mechanicznie cały czas powtarzałem, że tryb turowy jest spaprany w Baldur's Gate 3, jest o wiele czytelniejszy w Divinity Original Sin.
9091:  No nic, ale i tak to wygramy.
9095:  Mamy uszapti.
9097:  Oni są świetni, jak są wymieszani z piechotą, bardzo dobrze wtedy walczą.
9102:  Mamy też rydwany.
9104:  No dobra.
9107:  I my musimy przetrwać minutę pięćdziesiąt cztery.
9115:  Powinienem tyle wytrzymać.
9117:  That's what he said.
9119:  Gorzej, że to jest... Manfred?
9122:  Chyba tak.
9126:  Jezus, to jest Manfred.
9128:  Czy miałem w Magic the Gathering?
9131:  Oryginalny stołowy raz w życiu.
9137:  Hmm.
9141:  Diabły ze szwarcami.
9142:  Co to ma w ogóle za jednostki?
9143:  W obozie Oreona jest i ma jednostki late game'owe?
9146:  Wargulf?
9151:  O Boże, będzie trzeba posłać tę armię, którą rekrutujemy teraz, na dół.
9156:  Uwielbiam Divinity i swobodę rozwoju postaci i zabawę środowiskiem.
9159:  Fabularnie bardziej mnie kupił Baldur.
9160:  Tak, fabularnie tak, tu się zgodzę.
9163:  No skomplikowane są oceny gier niestety, pod bardzo wieloma kryteriami trzeba to robić.
9170:  Dobra, liczę na to, że zbejtujemy Manfreda znowu.
9175:  Zbejtowaliśmy go na razie do rzucenia zakręcia potężnego.
9182:  No zaatakuj, zaatakuj go.
9184:  Przecież jest prawie w zasięgu.
9186:  Jezus Maria.
9187:  Oberwaliśmy.
9191:  Strzelaj do niego.
9195:  O mój Boże.
9201:  AŚMY STRZELILI?!
9207:  On prędzej, on prędzej do nas, w nas strzeli.
9210:  Dokładnie, jeszcze raz.
9212:  Nie, nie, nie, nie, nie ma, nie ma co.
9218:  Dramat.
9220:  Jesteś krytykiem growym.
9221:  Nie, no to w ogóle, w ogóle jakość krytyki gamingowej jest strasznie niska.
9225:  Trzeba pamiętać, że
9227:  Gry się tak wyspecjalizowały w tym momencie, że redakcje powinny mieć ludzi specjalizujących się w jednym gatunku na przykład.
9234:  I wypowiadają się tylko na ten temat.
9237:  A i tak może się okazać, że ktoś kto po prostu ma dużo godzin w grze będzie wiedział więcej.
9249:  Dobra, Manfred leci.
9251:  Mamy jeszcze łuczników konnych, to dobra wiadomość.
9254:  Chyba, chyba częściowo się nam udało go zbejtować, częściowo.
9258:  O, świetnie!
9259:  Są oni na Manfreda przygotowani, dobrze.
9263:  Czy mamy jakiegoś maga?
9264:  Nie mamy maga, to bardzo zła wiadomość.
9275:  Może...
9282:  Wy tu.
9284:  Dobrze.
9287:  Tyle?
9288:  Tyle.
9291:  Może nawet tak zrobimy.
9295:  Żeby była pełna ochrona.
9298:  Dwa rzędy łuczników.
9301:  Dobra.
9302:  Lost?
9305:  Nie wsiąkłem nigdy.
9308:  Panie, dla mnie jest gatunek mystery, nazwijmy to.
9313:  E tam, albo się podoba, albo się nie podoba.
9314:  Wchodzenie w szczegóły po co?
9316:  Ale to jest smutne, bo wiecie, dużo ludzi by to oglądało, naprawdę.
9319:  I producenci i wydawcy, bo to głównie jest ten problem.
9323:  Taki na przykład, nie wiem, producenci i wydawcy gier online, CD, jak się tak dają, oni rozumieją tego, że warto byłoby w to zainwestować, żeby dać ludziom po prostu czas i spokój na zastanowienie się nad jedną rzeczą.
9334:  Oni nie rozumieją tego.
9341:  Ooo!
9343:  Ale dobrze, dobrze, dobrze, on ma ograniczoną liczbę tych... ziołnięć.
9350:  A my co, nie eliminujemy upiory kurhanów?
9351:  To jest akurat bardzo dobra wiadomość, to jest dobra jednostka.
9358:  Mmm, dobrze.
9359:  Polecajaki do źródeł, do fantastyki.
9360:  Co masz na myśli, Kilcio?
9362:  Daj mi jakiś konkret.
9368:  Dobrze, dobrze, dobrze, dobrze, bardzo dobrze, bardzo dobrze, bardzo dobrze.
9373:  B to ja, tak.
9374:  B to ja, tak.
9375:  Świetnie.
9375:  Mam jakąś obsesję na punkcie tych Rydwanów.
9377:  Mam wrażenie, że zdają sobie twórcy sami dobrze sprawę z tego, czemu się zatrzymujecie.
9387:  Myślę, że twórcy sobie gry zdają dobrze sprawę z tego, że to jest dość potężna jednostka i stąd taka decyzja.
9392:  Gdzieś tam musiało to zostać zakodowane, żeby priorytetyzował Rydwany jako groźną jednostkę.
9398:  Ale my jesteśmy w stanie to wykorzystać dzięki temu.
9401:  Bo w tym momencie Manfred ma problem.
9406:  Ma całą armię.
9411:  O i on teraz wyląduje.
9414:  Dobrze.
9415:  Bardzo dobrze, bardzo dobrze.
9420:  Bardzo dobrze.
9422:  Teraz jeszcze się zainteresował Lordem.
9423:  Wszystko idzie zgodnie z planem.
9427:  Jedyny minus jest taki, że niestety nie mamy... ...naszych wspaniałych... ...DJ-ów.
9434:  Okej, okej, okej.
9439:  O nieee, jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaj
9459:  Walcz z nim, walcz.
9460:  Dobrze, teraz potrzebujemy włóczników.
9462:  Jakoś poradzą sobie już.
9470:  To jest modelowa sytuacja w tym momencie.
9473:  Znaczy, tak to powinno wyglądać.
9477:  No niestety, Redwany będzie trzeba po prostu wycofać z pola... A nie, nie możemy ich wycofać z pola bitwy.
9481:  Niestety, w razie czego sposób.
9485:  Piorys kurha mógł pokonać.
9490:  Z Manfredem sobie już poradzą tutaj, podejrzewam.
9493:  Chyba?
9494:  Nie, nie wiem.
9495:  Zabić.
9498:  Ha!
9498:  Ile klikania!
9500:  Strasz... Micro Intensive Battle, jak mawiają Anglosasi.
9505:  Dobra, dobra, dobra, dobra, zabić mi go, zabić mi go.
9510:  Informacje o terminologii naukowej z zakresu fantastyki.
9512:  Dobra, jeszcze bardziej ukonkretniam, Gilcio.
9514:  Czy chodzi ci o fantasy science fiction, czy fantastykę w ogólności?
9522:  Ale już jesteśmy blisko.
9525:  Dobra, Manfred zabity.
